Actual,Predicted,Model,ModelFull,Residuals
6,5.410215247202913,RF,Random Forest,0.5897847527970868
6.1258081953209285,6.974952914944778,RF,Random Forest,-0.8491447196238493
6.931814138253839,6.443935147785464,RF,Random Forest,0.48787899046837513
6.09799710864927,6.294749300286626,RF,Random Forest,-0.1967521916373558
6.585026652029182,6.53932106019072,RF,Random Forest,0.04570559183846168
6.425968732272281,6.532516405168727,RF,Random Forest,-0.10654767289644607
6.247951552180561,6.632780232353291,RF,Random Forest,-0.3848286801727294
6.045757490560675,5.507466723319291,RF,Random Forest,0.5382907672413841
6.850472986245652,7.013640556066827,RF,Random Forest,-0.16316756982117475
6.214670164989233,7.027759667799845,RF,Random Forest,-0.8130895028106124
6.769551078621726,6.847246556043397,RF,Random Forest,-0.07769547742167138
6.005682847330363,6.313225916769348,RF,Random Forest,-0.30754306943898424
6.236572006437063,6.331687987618699,RF,Random Forest,-0.09511598118163622
6.6777807052660805,6.427554525372138,RF,Random Forest,0.2502261798939429
6.795880017344075,6.354765910978134,RF,Random Forest,0.44111410636594073
6.4089353929735005,5.745447497748743,RF,Random Forest,0.6634878952247574
6.455931955649724,6.358582967307109,RF,Random Forest,0.09734898834261507
6.681727919788373,6.893081275112739,RF,Random Forest,-0.21135335532436628
6.795880017344075,7.024080481137224,RF,Random Forest,-0.22820046379314896
6.34454718531193,6.709943004975894,RF,Random Forest,-0.3653958196639646
6.815024809301739,6.377514011657758,RF,Random Forest,0.4375107976439807
6.831557093088298,6.335069126229382,RF,Random Forest,0.4964879668589157
6.259637310505756,6.313040112301565,RF,Random Forest,-0.053402801795809474
6.818156412055227,7.033228637112469,RF,Random Forest,-0.21507222505724144
6.346787486224656,6.545686161568734,RF,Random Forest,-0.19889867534407824
6.096910013008056,5.6835827197671,RF,Random Forest,0.41332729324095663
6.721246399047171,6.603394902113152,RF,Random Forest,0.1178514969340192
6.82102305270683,7.025779373360492,RF,Random Forest,-0.20475632065366156
6.275724130399211,5.934019996899745,RF,Random Forest,0.3417041334994657
6.7447274948966935,6.541358666280888,RF,Random Forest,0.20336882861580552
6.844663962534939,6.401396171928645,RF,Random Forest,0.44326779060629384
6.221848749616356,5.867498144782258,RF,Random Forest,0.3543506048340985
6.958607314841775,6.478109900091048,RF,Random Forest,0.4804974147507268
6.173925197299173,5.762128919018972,RF,Random Forest,0.4117962782802014
6.221848749616356,6.120940145296289,RF,Random Forest,0.10090860432006732
6.840011949618013,6.199101828321493,RF,Random Forest,0.6409101212965203
6.928117992693875,6.660354338229156,RF,Random Forest,0.2677636544647193
6.161150909262744,5.845456872630563,RF,Random Forest,0.31569403663218143
6.376750709602099,7.6962228383193825,RF,Random Forest,-1.3194721287172833
6.455931955649724,5.996075237312948,RF,Random Forest,0.4598567183367761
6.698970004336019,5.300457781938003,RF,Random Forest,1.3985122223980158
6.142667503568732,7.110191212650637,RF,Random Forest,-0.9675237090819051
6.522878745280337,5.703633578819858,RF,Random Forest,0.8192451664604796
6.356547323513812,6.125143150072074,RF,Random Forest,0.2314041734417378
6.017728766960431,5.566066266844766,RF,Random Forest,0.4516625001156651
6.698970004336019,6.4236083117614395,RF,Random Forest,0.2753616925745792
6.309803919971486,5.274879211185311,RF,Random Forest,1.0349247087861748
6.154901959985743,6.061221671441637,RF,Random Forest,0.09368028854410593
6.026872146400302,6.510712356847635,RF,Random Forest,-0.48384021044733316
6,7.021193367317073,RF,Random Forest,-1.021193367317073
6.045757490560675,5.171004139827267,RF,Random Forest,0.8747533507334078
6.882728704344236,6.532094398170601,RF,Random Forest,0.35063430617363434
6.823908740944319,5.7824768194335086,RF,Random Forest,1.04143192151081
6.173925197299173,5.979319516888332,RF,Random Forest,0.1946056804108407
6.769551078621726,6.368106165498311,RF,Random Forest,0.4014449131234148
6.017728766960431,6.177011099228696,RF,Random Forest,-0.1592823322682646
6.494850021680094,6.576786953783605,RF,Random Forest,-0.0819369321035115
6.0915149811213505,5.531927654805237,RF,Random Forest,0.5595873263161133
6.699480900891103,6.178326825823774,RF,Random Forest,0.5211540750673294
6.5934598195660445,6.584376356794842,RF,Random Forest,0.0090834627712022
6.795880017344075,7.348290028557346,RF,Random Forest,-0.5524100112132713
6.275724130399211,6.007073862831973,RF,Random Forest,0.26865026756723775
6.1598939055432425,6.25665789669841,RF,Random Forest,-0.09676399115516787
6.562249437179612,6.904598471299796,RF,Random Forest,-0.3423490341201836
6.7447274948966935,7.156055054415948,RF,Random Forest,-0.41132755951925404
6.481486060122113,6.7758656881734565,RF,Random Forest,-0.29437962805134354
6.440093374963888,6.23676872867564,RF,Random Forest,0.2033246462882472
6.337242168318426,6.161728585226537,RF,Random Forest,0.17551358309188902
6.6020599913279625,6.872473230964375,RF,Random Forest,-0.2704132396364125
6.086186147616283,6.364279413829697,RF,Random Forest,-0.2780932662134141
6.900008766455316,6.959203518144797,RF,Random Forest,-0.05919475168948107
6.5951662833800615,6.244409392532128,RF,Random Forest,0.3507568908479337
6.780677491580663,6.5335828134663085,RF,Random Forest,0.2470946781143546
6.481486060122113,6.121325061191786,RF,Random Forest,0.3601609989303265
6.366531544420414,6.473434341371979,RF,Random Forest,-0.10690279695156502
6.982966660701219,6.90982180145917,RF,Random Forest,0.073144859242049165
6.903089986991944,6.905923863652073,RF,Random Forest,-0.002833876660129242
6.4179366370882915,7.211369840422102,RF,Random Forest,-0.7934332033338105
6.372363747448347,5.679410087294841,RF,Random Forest,0.6929536601535053
6.815024809301739,7.080564442252283,RF,Random Forest,-0.26553963295054395
6.823908740944319,6.524254091425474,RF,Random Forest,0.29965464951884435
