MW,LogP,HBD,HBA,TPSA,nRotB,nAtoms,Aromatic_Bonds,Ring_Count
346.168127944,4.620000000000001,2,4,58.2,6,26,17,0
511.096869484,3.935000000000001,0,5,112.1,9,35,21,0
463.18959166,6.980999999999998,1,4,77.25,7,35,28,0
415.092537544,6.413999999999999,1,4,123.15999999999998,5,29,27,0
447.23220542,4.396,2,5,61.440000000000005,8,33,17,0
250.095356928,1.564,4,5,106.44,1,18,11,0
454.200490692,4.605,1,5,88.33,9,34,23,0
304.040544484,2.4879999999999995,1,5,96.89,4,21,12,0
584.26104026,3.261,3,8,107.61,16,42,12,0
403.016768028,4.704000000000001,2,3,97.4,5,25,16,0
602.069655256,3.4010000000000007,9,9,232.1299999999999,4,44,33,0
490.121000296,2.3330000000000006,1,8,127.46,9,34,12,0
288.09977361200004,1.874,3,5,94.83,3,21,6,0
422.126657056,6.504,3,5,95.58,3,32,29,0
491.224262916,3.722,4,6,118.7,10,35,17,0
707.429170292,5.9670000000000005,4,12,179.23,20,49,0,0
308.098334132,3.944,0,2,60.19,5,22,16,0
411.098583736,2.921,1,4,92.55,4,29,12,0
471.1616626600001,5.138,0,5,89.73000000000002,8,34,22,0
479.220891788,5.098,1,5,75.44,9,36,23,0
350.043521688,6.191999999999999,2,2,91.06,3,24,22,0
535.225325536,2.0010000000000003,3,9,158.39,14,38,16,0
256.007326208,2.527,0,3,61.98,3,16,11,0
494.126005424,3.3440000000000003,2,10,170.24999999999997,11,35,12,0
290.178298704,4.458,1,2,29.26,4,22,17,0
267.15829153199996,3.473999999999999,2,4,83.96000000000001,8,19,6,0
602.22539871,1.9300000000000004,4,12,213.35999999999996,14,42,16,0
507.156989792,6.409000000000001,1,3,68.02000000000001,9,37,23,0
555.280531904,3.0580000000000007,4,12,173.41,8,40,11,0
236.094963004,2.8420000000000005,0,2,34.89,2,18,16,0
389.1142338,2.6950000000000003,1,4,92.54999999999998,4,27,6,0
441.930901496,5.531000000000001,2,2,70.19,6,24,16,0
345.082727176,1.6099999999999997,4,6,150.36,7,25,12,0
360.084517472,2.987,5,6,140.59,5,26,17,0
373.094485656,6.871999999999998,0,1,22,7,23,16,0
433.845918556,3.8010000000000006,2,5,100.05,3,21,12,0
546.2413099480001,3.3240000000000007,2,8,137.46,12,39,21,0
606.3053496839999,3.6270000000000007,4,11,151.92999999999998,20,44,12,0
546.19369106,3.328000000000001,3,8,158.64,12,39,20,0
324.009461752,0.988,0,4,139.72,5,18,0,0
393.205241724,4.236,2,3,90.38,8,29,17,0
387.134282276,2.488999999999999,3,6,117.98999999999998,8,28,16,0
407.1092331640001,5.7490000000000006,0,2,90.95,4,30,27,0
393.11317118,5.195000000000001,1,4,59.42,4,28,18,0
436.10929274,2.391,0,7,92.37,4,31,17,0
298.084123548,3.5620000000000003,3,4,90.9,2,22,17,0
550.066498058,6.9140000000000015,5,7,185.93,7,39,29,0
554.16576206,2.972000000000001,3,9,180.02999999999997,15,38,16,0
1197.21981296,4.739,15,22,407.22,1,85,42,0
409.167793596,5.839000000000001,1,4,59.42,4,31,23,0
433.157245976,2.7860000000000005,1,6,108.36,9,31,21,0
497.2314564720001,4.781000000000001,1,5,84.67,11,37,23,0
447.263425296,4.613,2,6,90.98,10,33,17,0
509.192878044,2.5050000000000003,3,10,139.89999999999998,16,35,6,0
496.064175952,2.4080000000000004,8,8,198.75999999999996,4,36,24,0
439.15320615200005,5.077,2,4,101.39,7,33,27,0
499.15657728,5.194999999999999,2,4,125.72,8,36,27,0
667.275252004,0.5150000000000001,3,15,209.57,27,47,6,0
588.177766224,5.625,2,12,175.26999999999998,17,41,12,0
509.03586444,3.7390000000000008,1,5,126.24,8,33,22,0
342.103813436,3.1560000000000006,0,2,78.65,5,24,16,0
191.08660696,0.6149999999999998,4,5,91.36,2,14,6,0
322.0081988,-0.5280000000000005,0,4,116.52,4,21,16,0
513.152240848,6.114999999999998,2,4,116.49,8,37,28,0
282.082684068,3.594,0,2,60.19,3,20,16,0
347.145618672,5.137,1,2,60.16,5,25,21,0
452.29265976,8.889999999999999,3,4,77.76,1,33,6,0
296.098334132,3.952,0,2,60.19,4,21,16,0
403.129883864,3.301,1,4,92.54999999999998,4,28,6,0
345.14772684800005,3.789,1,3,68.02000000000001,6,26,17,0
619.2617685319999,4.1610000000000005,3,8,150.75,12,44,6,0
426.194342692,4.609,2,5,75.27000000000001,12,32,18,0
429.181232468,4.141,4,6,128.85,10,31,16,0
393.27801274,3.862000000000001,1,4,35.580000000000005,6,29,11,0
390.169190564,4.261,4,7,113.32,8,29,17,0
511.15657728,5.494999999999999,2,4,125.72,9,37,28,0
363.083075904,3.1730000000000005,1,3,81.16000000000001,7,26,16,0
542.21000982,2.7420000000000004,2,8,137.46,12,39,21,0
430.06984172,3.0380000000000003,2,7,124.79,11,28,6,0
429.241627232,4.235,2,5,61.440000000000005,8,32,17,0
508.1115784839999,2.494,1,8,127.46,9,35,12,0
584.15749558,4.498000000000001,2,9,139.01,11,42,23,0
375.134969244,1.198,2,6,78.51,7,26,6,0
522.305349684,2.8550000000000004,3,11,143.14,15,37,0,0
256.240230264,7.233,1,2,37.3,12,18,0,0
289.0005852720001,3.3520000000000003,0,1,22,1,17,16,0
514.178709692,2.026,2,8,137.46,12,37,21,0
375.96141734,3.3920000000000003,0,3,55.99,4,22,17,0
543.084217252,-0.8340000000000003,4,12,259.52,9,36,16,0
445.247775232,4.826,2,6,90.98,9,33,17,0
494.152096528,4.216000000000001,1,6,85.67,12,35,18,0
822.391204548,3.977999999999999,5,14,261.01,26,59,17,0
371.126991404,4.006,0,5,74.08000000000001,2,28,17,0
420.198382516,2.9359999999999995,4,5,107.42,8,30,17,0
481.101581568,-0.24000000000000027,4,10,226.22999999999996,7,33,16,0
485.140927216,4.969,2,4,125.72,8,35,27,0
309.15289248,5.03,1,2,23.47,4,23,17,0
429.22386899200006,5.046000000000001,1,2,50.51,7,31,21,0
541.088870348,6.751,1,5,76.49000000000001,6,36,24,0
379.17835828,4.7059999999999995,4,4,81.95,2,28,17,0
542.1205048239999,6.943,2,5,71.45,7,36,24,0
421.0418531440001,3.349,1,5,80.89,6,27,11,0
463.18959166,6.8039999999999985,2,4,88.25,7,35,28,0
234.05753194,1.351,1,4,84.59,3,16,10,0
514.117460608,3.909999999999999,1,7,85.95,5,35,17,0
399.119461412,4.277000000000001,1,3,68.02000000000001,7,29,17,0
540.161345376,2.563,2,9,162.91,11,37,21,0
459.155195288,1.922,3,8,152.22,11,31,5,0
517.115500316,2.064,1,8,170.59999999999997,10,36,12,0
533.0393333119999,7.496000000000001,1,4,59.42,5,34,24,0
367.15320615200005,2.175,2,6,93.45,8,27,17,0
463.1855689,4.9140000000000015,4,6,146.23,8,34,17,0
286.05761219199997,3.318,0,2,60.19,3,20,16,0
482.208468532,4.041,4,6,103.09,14,34,16,0
388.024496264,4.429,1,2,61.4,6,23,16,0
451.09101688400006,-0.15500000000000008,4,10,216.99999999999997,6,31,16,0
168.999762968,1.834,1,1,61.099999999999994,0,11,10,0
290.178298704,4.458,1,2,29.26,4,22,17,0
478.279134936,1.344,3,10,133.91,14,34,0,0
306.045213176,2.853,4,5,106.44,1,22,17,0
363.098583736,2.38,1,4,92.54999999999998,3,25,6,0
482.274049556,0.5509999999999999,3,11,143.14,14,34,0,0
591.168985402,1.5079999999999998,3,8,119.99,5,41,18,0
453.145533928,4.472,1,4,92.54999999999998,4,32,12,0
566.148760736,4.445,1,7,93.79,5,39,17,0
377.14272172,4.734000000000001,1,4,59.42,4,28,18,0
513.093955728,7.1000000000000005,1,4,59.42,5,34,24,0
648.313469756,5.066000000000001,3,10,133.91,22,46,12,0
527.149095084,3.953,1,7,79.96000000000001,5,36,17,0
518.1940679200001,8.16,6,8,155.52,5,38,22,0
522.19369106,2.656,3,9,154.73,13,37,16,0
378.036039492,5.036999999999999,1,2,59.33,6,24,16,0
264.12626313199996,3.331,0,2,34.89,3,20,16,0
288.06809662399996,1.875,3,5,138.73000000000002,5,20,11,0
417.081095776,4.340999999999999,0,4,36.440000000000005,4,28,17,0
338.151809184,5.630999999999999,0,1,52.580000000000005,6,25,15,0
286.04773804,3.852,4,5,111.13,1,21,17,0
298.07759868799997,3.0720000000000005,0,2,69.42,4,21,16,0
580.28969962,2.5690000000000004,3,9,156.7,18,42,11,0
373.167793596,5.037,1,4,59.42,5,28,18,0
274.02345493999997,2.512,0,2,88.42999999999999,3,18,15,0
533.039333312,7.496,1,4,59.42,5,34,24,0
390.210741704,5.142000000000001,1,3,32.34,6,29,17,0
276.111006992,2.7299999999999995,4,5,106.44,1,20,11,0
595.2229384120001,2.6830000000000003,2,10,139.67999999999998,13,41,0,0
380.242355504,1.1160000000000003,3,8,120.32,12,27,0,0
486.230076568,2.885,3,8,145.5,13,34,10,0
296.098334132,3.4890000000000008,2,2,70.19,6,21,16,0
459.0961391240001,3.677000000000001,1,5,73.2,4,32,12,0
551.978914308,3.9619999999999993,1,6,93.78,7,32,17,0
409.167793596,5.928000000000002,1,4,59.42,4,31,23,0
418.200490692,2.771,0,7,73.82000000000001,4,31,11,0
422.050413884,4.288,1,4,53.290000000000006,4,27,18,0
336.05441863199997,4.082,0,2,60.19,4,23,16,0
389.0681562,-0.0490000000000001,1,8,125.38,4,27,11,0
652.234035212,-6.462,10,19,320.71999999999997,25,46,6,0
457.1208604680001,5.670000000000001,1,4,120.22,7,33,28,0
456.360345396,9.407000000000002,2,3,57.53,2,33,0,0
468.258399492,1.398,3,11,143.14,15,33,0,0
552.10564684,7.574999999999999,5,7,170.8,4,41,34,0
429.226371092,2.274000000000001,3,8,113.6,14,31,6,0
304.995499892,3.0410000000000004,0,1,31.23,2,18,16,0
634.297819692,5.092,4,10,142.70000000000002,21,45,12,0
383.16674804,3.257000000000001,2,3,82.66,10,27,16,0
328.034019624,2.816,0,3,103.93,4,22,12,0
344.139901816,3.490000000000001,1,4,53.290000000000006,4,26,18,0
328.09468823199995,4.682000000000001,4,5,111.13,3,24,17,0
354.124738908,2.3730000000000007,0,5,60.23,4,25,12,0
463.206698268,-1.537,7,12,199.95,17,33,6,0
580.136946968,8.216999999999999,3,5,148.8,6,43,34,0
708.2206765919999,5.491000000000001,8,10,214.43999999999997,6,52,24,0
369.1225747200001,2.712000000000001,2,5,103.57,4,28,22,0
404.0194108840001,4.202,2,2,79.41999999999999,7,24,16,0
526.177168404,5.321000000000001,1,6,85.67,12,38,23,0
635.1184698220001,1.6840000000000004,3,8,119.99,5,41,18,0
590.264153568,4.056000000000001,2,8,118.45000000000002,14,44,28,0
585.2621049679999,2.4520000000000004,4,11,183.83,18,41,11,0
490.123024656,5.221000000000001,1,5,92.53,8,34,22,0
453.166411604,5.898,1,3,68.02000000000001,9,33,17,0
513.093955728,7.311000000000001,1,4,59.42,5,34,24,0
472.130422108,2.172,1,8,127.46,9,33,12,0
501.241627232,6.930999999999998,1,5,62.3,9,38,24,0
614.292734312,2.9560000000000004,3,11,143.14,20,43,6,0
461.095390176,3.751,1,4,92.54999999999998,4,32,12,0
523.112183112,5.202,1,4,101.78,6,36,12,0
440.066966324,0.575,4,10,173.86,5,29,16,0
437.150619308,4.430000000000001,3,6,87.30000000000001,11,31,17,0
661.337652856,4.267000000000001,2,9,121.69,18,49,28,0
749.2916908439998,3.3289999999999993,2,10,193.51,9,52,16,0
471.192865992,8.790000000000003,0,1,60.66,5,33,16,0
436.218449264,4.402,1,3,64.18,8,31,17,0
464.0557963920001,6.1389999999999985,1,2,61.400000000000006,8,29,22,0
393.11134134,4.818,1,6,93.76,4,30,18,0
578.244167072,4.3020000000000005,2,8,109.22,13,43,28,0
386.001452312,4.611000000000001,1,4,85.42,5,24,20,0
526.117460608,3.9039999999999986,1,7,85.95,5,36,17,0
283.133219656,3.6819999999999986,2,4,83.96000000000001,5,20,6,0
398.126657056,5.009999999999999,1,5,79.19999999999999,5,30,18,0
445.236541852,4.563000000000001,1,5,75.44,10,33,17,0
425.132861068,4.435999999999999,3,4,81.39999999999999,7,29,17,0
310.12372074,1.586,5,7,120.46,5,23,12,0
347.974568868,3.3289999999999997,4,5,106.44,1,21,17,0
377.1142338,2.986,1,4,92.54999999999998,3,26,6,0
373.215412484,5.016,2,4,44.370000000000005,6,28,17,0
296.15247788,3.0630000000000006,1,2,47.28,7,22,16,0
212.97481914,2.963,1,2,33.120000000000005,0,13,11,0
471.195819912,4.874,1,5,75.44,9,35,23,0
373.167793596,5.010000000000002,1,4,59.42,4,28,18,0
532.225659884,3.1230000000000007,2,8,137.46,12,38,21,0
271.059305768,1.279,4,6,119.33,1,20,17,0
439.129883864,3.8660000000000014,1,4,92.54999999999998,4,31,12,0
473.170845352,1.7730000000000006,3,8,152.21999999999997,11,32,5,0
459.236935776,2.841,3,9,122.83,15,33,6,0
504.194359756,2.5770000000000004,2,8,137.46,11,36,21,0
467.232125168,4.8500000000000005,2,6,90.98,10,35,23,0
378.205576072,3.767000000000001,2,4,82.16999999999999,8,28,17,0
373.167793596,4.799000000000001,1,4,59.42,4,28,18,0
431.161183992,4.439,1,4,92.54999999999998,4,30,6,0
459.23220542,5.051000000000001,1,5,62.3,11,34,18,0
564.194359756,3.1930000000000014,2,8,137.46,13,41,27,0
665.3247052239999,4.759000000000001,3,11,175.04000000000002,22,47,16,0
454.2368762,5.382,2,4,82.16999999999999,10,34,23,0
577.23436956,-9.556,11,19,329.67,23,40,0,0
524.014652416,2.876,1,8,136.3,7,33,17,0
309.07832696,-0.25500000000000017,1,7,95.17,2,21,6,0
334.07759868799997,4.066000000000001,0,2,72.24000000000001,3,24,22,0
499.1565772800001,5.194999999999999,2,4,125.72,8,36,27,0
471.192865992,9.298000000000004,0,1,60.66,5,33,21,0
445.163770836,4.718,3,6,109.25,10,33,18,0
687.200825152,1.857,3,12,200.49,15,46,10,0
419.220891788,4.035,1,5,75.44,9,31,17,0
445.236541852,4.406000000000001,1,5,75.44,9,33,17,0
604.27042072,-6.260999999999999,10,18,303.65000000000003,24,42,0,0
392.95674656,4.31,0,2,43.1,4,23,17,0
584.131069508,6.803,1,6,71.89,6,39,24,0
394.126382284,0.573,5,8,157.66000000000005,4,28,11,0
420.273655632,2.061000000000001,3,8,120.32,12,30,0,0
417.043567396,6.444000000000001,0,3,58.68,3,29,24,0
464.09547608,1.711,8,10,210.51,4,33,17,0
502.2766328359999,4.765999999999999,4,5,93.43,10,36,17,0
708.2206765919999,5.491000000000001,8,10,214.43999999999997,6,52,24,0
495.171354752,5.958,1,5,62.3,10,36,24,0
393.11317118000005,5.195000000000001,1,4,59.42,4,28,18,0
466.1991533,5.18,5,7,127.45000000000002,7,34,12,0
309.092041812,5.551,1,2,29.1,4,22,17,0
286.05244656,2.3050000000000006,3,5,139.66,4,20,11,0
349.122654972,3.5130000000000003,1,3,68.02000000000001,6,26,17,0
294.067427928,0.966,1,6,91.93,2,20,6,0
326.00547507199997,3.764,2,2,44.89,0,20,16,0
466.177168404,3.1670000000000003,4,6,103.09,14,33,16,0
604.1361548880001,8.23,2,5,71.45,8,41,30,0
375.098583736,2.1869999999999994,1,4,92.55,4,26,6,0
383.082539748,5.822000000000002,0,3,58.68,3,28,24,0
303.020143388,1.1609999999999998,2,6,122.91,1,21,12,0
392.067617956,3.8980000000000015,2,4,100.61,3,28,24,0
296.098334132,4.058000000000001,0,2,60.19,4,21,16,0
323.01313986,3.225,3,5,132.94,5,21,11,0
413.135111476,4.803000000000001,1,3,68.02000000000001,7,30,17,0
360.046315624,2.9810000000000003,0,3,156.11,4,24,15,0
473.159554484,4.816,3,4,109.64,8,33,22,0
399.125277152,1.613,1,7,95.17,5,28,12,0
404.0194108840001,4.202,2,2,79.41999999999999,7,24,16,0
497.08121942,3.6140000000000008,1,6,123.1,8,34,21,0
544.083573636,5.299,1,6,85.67,12,36,18,0
469.146012596,5.491,2,4,116.49,7,34,27,0
284.013474208,2.005,2,6,120.34,2,18,12,0
465.205241724,4.529000000000001,1,5,75.44,9,35,23,0
441.10914842,2.8360000000000003,1,4,101.78,5,31,12,0
295.103085164,4.172000000000001,1,2,57.34,4,21,16,0
530.097071292,1.8040000000000005,1,8,140.6,10,36,11,0
209.095297352,1.846,2,3,64.93,0,16,16,0
433.247775232,4.218,2,6,90.98,10,32,17,0
122.036779432,1.312,1,2,37.3,1,9,6,0
246.10044230799997,0.9640000000000002,1,5,80.47,4,18,6,0
399.2158064080001,2.015000000000001,3,7,104.37,11,29,6,0
445.151681928,4.041,3,6,117.98999999999998,10,31,16,0
352.89544727599997,3.924,0,1,22,1,17,16,0
422.0604244,4.277,1,4,106.21,7,29,23,0
236.079706864,1.3629999999999998,4,5,106.44,1,17,11,0
502.200490692,4.649,1,6,88.33,10,38,29,0
397.142641468,4.994,1,4,76.72000000000001,4,30,21,0
464.13722174,5.6629999999999985,1,5,92.34,6,35,23,0
687.359176148,1.8569999999999995,6,14,228.87,22,49,11,0
373.103811348,4.473,1,3,68.02000000000001,7,27,17,0
285.066889684,3.214000000000001,1,3,46.92,3,20,16,0
534.096694432,1.4199999999999997,4,10,199.15999999999997,9,35,16,0
319.181525512,4.268000000000001,1,3,28.16,8,22,11,0
433.236541852,4.446999999999999,1,5,75.44,9,32,17,0
708.2206765919999,5.491000000000001,8,10,214.43999999999997,6,52,24,0
384.095750852,2.215,5,8,149.1,7,28,17,0
578.16355564,1.5280000000000002,8,12,228.96999999999997,6,41,17,0
383.278406664,3.794,3,7,104.37,16,27,0,0
459.191797152,3.4949999999999997,3,6,127.22,11,33,16,0
303.016235336,4.027,0,1,22,2,18,16,0
356.10170525999996,5.370999999999999,0,2,88.43,4,24,16,0
323.01313986,3.2250000000000005,3,5,132.94,5,21,11,0
502.224991188,3.026,3,9,154.73,13,35,10,0
349.082933672,1.854,1,4,92.54999999999998,3,24,6,0
363.098583736,2.4600000000000004,1,4,92.54999999999998,3,25,6,0
463.16781066,2.406,1,7,117.59,11,33,21,0
299.072847656,3.890000000000001,3,5,119.8,5,21,12,0
450.227848312,2.7750000000000004,3,9,130.83,15,32,6,0
400.1158176,5.666000000000001,5,6,140.59,4,29,17,0
608.105191364,4.022000000000001,1,8,127.46,11,41,12,0
636.3734292439999,1.926,5,13,189.22999999999996,23,45,0,0
515.257277296,7.342999999999998,1,5,62.3,9,39,24,0
382.13511356399994,4.606000000000001,2,5,83.65,6,27,17,0
525.172227344,4.778,3,5,136.72,9,38,28,0
536.209341124,2.9540000000000006,3,8,154.73,14,38,16,0
469.163770836,6.249,2,4,110.57,9,35,23,0
297.14886972,4.2509999999999994,2,4,83.96000000000001,6,21,6,0
290.04736118,2.8800000000000003,2,3,138.78000000000003,5,20,11,0
512.114789108,-0.2890000000000002,4,12,216.3799999999999,8,34,16,0
388.024496264,4.429,1,2,61.4,6,23,16,0
359.132888456,3.850000000000001,2,4,67.79,6,27,18,0
497.213468382,5.109,1,5,75.44,10,36,23,0
413.206304344,1.4070000000000007,4,7,150.1,12,30,10,0
694.2414120359999,6.455999999999999,8,10,205.21,8,51,24,0
417.08485182,5.200000000000001,4,6,144.14999999999998,4,31,23,0
404.019410884,4.202,2,2,79.41999999999999,7,24,16,0
721.185175088,2.53,3,11,200.49,15,49,16,0
452.242355504,2.8750000000000004,2,8,111.53000000000002,9,33,6,0
732.3806398639999,-0.8670000000000001,9,18,291.16999999999996,28,52,6,0
417.145533928,3.87,1,4,92.54999999999998,4,29,6,0
389.1142338,2.756,1,4,92.55,4,27,6,0
298.99794716799994,4.471,0,1,50.24,3,16,10,0
466.27913493599993,1.4200000000000006,3,10,133.91,13,33,0,0
397.142641468,4.994,1,4,76.72000000000001,4,30,21,0
440.090288612,-0.556,2,10,179.71999999999997,6,31,17,0
524.1045848159999,3.148,4,8,219.8,12,38,18,0
346.168127944,4.620000000000001,2,4,58.2,6,26,17,0
659.353028148,1.783,6,14,201.25999999999996,23,47,6,0
388.2263115159999,4.241,3,4,58.09,7,29,17,0
473.188546104,4.153,1,6,108.36,9,34,21,0
340.034019624,2.778,0,4,111.77,4,23,12,0
542.117939276,6.1450000000000005,3,4,132.28,7,38,31,0
302.02806165199996,3.779,0,2,60.19,3,20,16,0
420.266445012,7.159000000000001,1,3,54.37,0,31,0,0
389.1142338,0.6939999999999997,2,7,95.58,7,27,6,0
464.192292004,5.041,2,6,84.5,14,33,12,0
397.1823981040001,3.5610000000000004,1,3,71.80000000000001,10,28,16,0
480.237270124,2.5260000000000007,3,7,120.6,9,35,10,0
565.23589022,2.6,4,9,166.76,15,40,16,0
214.07422756,1.3410000000000004,0,3,43.60000000000001,2,16,10,0
508.111578484,2.494,1,8,127.46,9,35,12,0
455.124798484,3.3440000000000007,1,4,101.78,5,32,12,0
331.061135608,3.4200000000000004,3,5,86.63,6,23,12,0
544.225659884,3.3520000000000008,2,8,137.46,12,39,21,0
304.15756325999996,4.549000000000001,2,3,55.120000000000005,4,23,17,0
444.9633476240001,4.507,0,3,65.62,3,24,16,0
368.116092372,5.095,1,5,69.97,4,28,18,0
547.10970164,1.003,3,10,208.21,8,37,16,0
519.215806408,5.074000000000001,1,7,88.60000000000001,12,39,24,0
459.167331992,4.267,3,6,117.98999999999998,10,32,16,0
362.22055744,4.542,2,6,84.50000000000001,14,26,6,0
489.24499836,4.6979999999999995,2,4,81.84,9,35,17,0
495.13988166,2.821,1,7,146.92000000000002,7,34,20,0
453.193356712,2.220000000000001,3,9,153.04,15,31,6,0
517.068883852,7.034999999999999,1,4,59.42,5,34,24,0
412.061957112,4.734,1,4,53.290000000000006,4,28,18,0
479.08596836400005,3.846000000000001,1,4,92.55,5,33,12,0
404.0194108840001,4.202000000000001,2,2,79.41999999999999,7,24,16,0
478.2631712,6.6659999999999995,2,5,75.27000000000001,13,35,12,0
419.220891788,4.03,1,5,75.44,9,31,17,0
552.082148122,4.917000000000001,5,7,182.02,7,39,24,0
293.08004121199997,2.8580000000000005,2,2,88.03,1,22,16,0
373.118632212,2.185,4,6,128.85,8,27,16,0
488.2609827719999,4.251999999999999,3,5,84.63999999999999,9,35,17,0
481.0863048,4.0200000000000005,0,5,102.87,8,33,21,0
364.189926008,3.867,3,4,93.03,8,27,17,0
399.125277152,1.168,0,7,86.37999999999998,4,28,12,0
306.045213176,2.853,4,5,106.44,1,22,17,0
419.070654736,2.0769999999999995,1,7,95.17,4,28,12,0
470.196548184,1.8500000000000003,1,8,104.13,2,34,12,0
289.052112212,2.508,3,5,132.94,5,20,11,0
276.078644244,3.769,0,2,47.28,0,21,16,0
328.13107374000003,3.5709999999999997,4,5,97.99,7,24,12,0
503.235496296,2.7449999999999997,5,7,122.53,11,36,17,0
507.198105656,3.286,2,6,96.97,11,36,6,0
575.109605792,8.814,1,4,59.42,6,39,30,0
296.05093264,3.24,0,2,121.26,9,16,0,0
310.120509056,2.468,1,3,67.51,1,23,11,0
372.171201944,4.1530000000000005,1,4,53.290000000000006,4,28,18,0
530.995745462,-5.731999999999998,7,17,318.94,8,33,10,0
566.3468205720001,5.294999999999996,4,9,133.47,17,41,6,0
493.232519092,1.77,4,9,152.39,13,36,12,0
297.10010796,2.7980000000000005,3,5,86.63,6,22,12,0
397.109627088,2.9460000000000006,2,5,118.87,8,28,18,0
320.02893424399997,1.5069999999999992,2,5,129.89999999999998,2,21,16,0
363.028932156,5.582,1,3,97.08,4,25,16,0
512.142674716,4.377,1,6,85.67,12,36,18,0
884.4232536239999,3.37,4,17,206.87,19,64,12,0
288.054634988,2.6919999999999993,4,5,106.44,1,21,17,0
286.04773803999996,3.423,4,5,111.13,1,21,17,0
379.011904276,4.547000000000001,2,5,153.84,6,24,16,0
370.21440944,5.672000000000001,2,3,66.76,7,27,6,0
482.208468532,4.041000000000001,4,6,103.09,14,34,16,0
489.25623174,3.728,4,6,106.32,10,35,17,0
418.126382284,-0.2870000000000002,7,9,167.91,3,30,12,0
467.1975695,5.078999999999999,1,5,75.44,9,33,17,0
528.177310636,6.411000000000001,2,3,83.81,9,39,27,0
542.120504824,7.082999999999999,1,5,62.66,6,36,24,0
434.23179082,3.5900000000000003,1,6,88.33,9,32,17,0
467.130362532,5.927999999999998,2,4,116.49,7,34,28,0
336.05441863199997,4.082,0,2,60.19,4,23,16,0
518.100384932,5.279999999999999,0,5,144.7,9,34,16,0
364.063011244,3.695000000000001,1,3,137.98,5,26,18,0
534.170174568,4.939,1,4,87.95,12,37,12,0
565.1896087240001,1.9410000000000005,2,9,150.35,13,41,27,0
466.109309804,0.4949999999999998,4,10,199.15999999999997,8,31,16,0
304.15756325999996,4.549000000000001,2,3,55.120000000000005,4,23,17,0
570.072722036,4.2490000000000006,1,6,75.19,11,37,18,0
340.12454888,3.5460000000000003,1,2,70.63,7,24,16,0
310.142975816,3.7510000000000017,0,4,60.25,6,23,16,0
359.152143532,4.573,1,4,59.42,4,27,18,0
394.11648629599995,0.8170000000000006,2,6,119.16000000000004,6,29,12,0
352.09468823199995,3.015000000000001,0,2,63.22000000000001,3,26,12,0
499.078305664,6.874,1,4,59.42,5,33,24,0
420.1473925,6.951,1,3,76.22,5,32,28,0
477.13584183600005,3.313000000000001,0,5,112.1,9,34,21,0
416.1859835,3.0819999999999994,2,6,104.26999999999998,9,30,12,0
348.09324875199997,4.503,0,2,72.24,3,25,22,0
512.077513944,5.984999999999999,2,7,120.41,6,37,23,0
518.271547456,3.7359999999999993,5,6,113.66,10,37,17,0
539.1208391719999,6.1339999999999995,1,5,62.3,10,36,24,0
340.160934388,4.1530000000000005,1,3,57.64,9,24,12,0
504.331170508,2.636,3,9,138.67000000000002,13,36,0,0
386.145284324,5.341,1,2,61.400000000000006,8,28,22,0
522.146072172,3.438,1,8,127.46,9,37,17,0
346.250794948,9.442000000000002,2,3,57.53,14,25,6,0
398.024038892,4.317,1,3,137.98,5,27,18,0
480.178417856,3.674,4,6,125.68000000000002,3,35,12,0
493.10161842800005,4.354,1,4,92.54999999999998,5,34,12,0
295.01668395200005,4.748,2,3,49.33,3,19,12,0
236.035255208,2.4490000000000003,1,3,54.98,4,16,10,0
284.079706864,2.968,4,5,106.44,1,21,17,0
434.126657056,5.7479999999999984,1,5,83.10999999999999,5,33,23,0
396.0991219799999,0.4619999999999997,1,8,127.46,7,27,6,0
402.2307282,4.896,1,3,41.57,7,30,17,0
420.15460312,1.775,4,9,148.41,5,31,21,0
558.143675356,3.757,1,8,95.18,7,38,17,0
467.220891788,4.857,1,5,75.44,10,35,23,0
449.173941596,6.367,2,4,88.25,7,34,28,0
446.084911396,2.6799999999999997,6,9,187.12,4,32,17,0
487.102433532,4.802,2,4,144.73,8,34,27,0
498.17664194,5.050999999999999,2,6,84.50000000000001,14,36,18,0
435.18344366,6.1019999999999985,1,4,59.42,6,33,24,0
482.274049556,1.9760000000000004,3,11,143.14,15,34,0,0
536.1904975,1.31,3,9,154.73,15,37,11,0
371.088161284,4.861,1,3,68.02000000000001,5,27,17,0
403.225977168,5.609999999999999,3,5,70.23,10,30,17,0
697.2215605959999,3.971999999999999,3,11,191.26,14,47,10,0
423.210624232,4.679,1,2,66.57,9,30,17,0
626.17881178,4.634000000000002,8,10,205.21,5,46,24,0
473.210327104,5.176000000000001,1,5,62.3,10,36,24,0
357.17043436399996,6.476999999999999,1,1,12.03,7,26,17,0
365.093104432,3.9740000000000006,1,3,68.02000000000001,6,26,17,0
435.20188766,0.09300000000000012,5,8,144.66,11,32,16,0
342.073952788,3.397,3,6,117.20000000000002,5,25,17,0
338.093642676,1.319,1,5,97.23,8,23,11,0
529.197711732,6.261000000000001,1,5,62.3,11,39,24,0
433.2001563440001,2.4090000000000003,3,7,104.37,11,32,12,0
410.180584448,5.501,2,3,64.35,8,30,18,0
425.131031228,3.674,0,5,92.15,7,31,27,0
507.1172684920001,4.96,1,4,92.54999999999998,5,35,12,0
