MW,LogP,HBD,HBA,TPSA,nRotB,nAtoms,Aromatic_Bonds,Ring_Count
402.2307282,6.037999999999999,1,4,49.41,10,30,17,0
438.22670544,2.7180000000000004,4,6,112.32000000000002,11,32,10,0
299.072847656,1.736,2,4,105.36,4,21,16,0
572.062608596,5.014,1,6,85.67,12,36,18,0
464.29265976,8.301,1,4,63.60000000000001,2,34,0,0
404.209992756,5.43,2,5,67.43,9,30,17,0
463.120191772,2.9920000000000004,1,6,123.1,8,33,21,0
515.220891788,5.495999999999999,1,5,75.44,12,39,29,0
441.1147124680001,5.254,2,4,116.49,6,32,27,0
499.15657728,5.194999999999999,2,4,125.72,8,36,27,0
343.04904669999996,0.6719999999999997,2,6,78.51,6,22,6,0
357.08984889199996,4.427,1,3,55.400000000000006,8,23,6,0
284.079706864,2.968,4,5,106.44,1,21,17,0
435.18344366,6.513000000000003,1,4,59.42,5,33,24,0
328.99127662399997,3.1450000000000005,0,3,37.38,3,16,6,0
507.1569897920001,6.409000000000001,1,3,68.02000000000001,9,37,23,0
413.2314564720001,2.410000000000001,3,7,104.37,11,30,6,0
451.091016884,-0.15500000000000008,4,10,216.99999999999997,6,31,16,0
399.2158064080001,2.8010000000000006,3,7,96.53000000000002,12,29,6,0
311.04162778000006,2.998,0,3,65.62,2,22,16,0
720.387347992,6.670000000000001,5,9,178.65999999999997,10,52,6,0
378.205576072,4.048,3,4,93.03,8,28,17,0
293.051049592,2.8369999999999997,0,3,65.62,2,21,16,0
269.09866848,3.746000000000001,1,3,75.55,4,19,12,0
592.235555872,3.1060000000000008,3,8,163.95999999999998,15,42,16,0
536.209341124,3.225000000000001,3,9,154.73,14,38,16,0
320.15247788,4.027000000000001,2,3,64.35,5,24,17,0
340.12454887999996,3.7080000000000006,1,2,68.56,7,24,16,0
375.119461412,4.182,1,3,68.02000000000001,8,27,17,0
490.242749428,0.5160000000000001,3,10,147.04999999999998,15,35,5,0
381.168856216,1.0049999999999997,3,7,104.37,11,28,6,0
586.3366498119999,4.136999999999999,3,11,143.14,17,42,6,0
515.220891788,5.532,1,5,75.44,11,39,29,0
310.113984196,3.631,1,2,61.4,6,22,16,0
373.118632212,2.198,4,6,128.85,8,27,16,0
401.04055946000005,3.558,1,3,144.33,6,27,15,0
550.167476312,4.8149999999999995,2,6,136.8,8,40,28,0
288.03687674800005,3.052,1,3,79.34,3,20,16,0
431.0706547360001,3.500000000000001,0,5,98.96,7,29,16,0
388.166116564,3.8280000000000007,1,4,62.52,6,29,18,0
388.856817588,0.1429999999999999,1,6,100.13,1,17,0,0
453.168856216,5.513999999999999,2,4,101.39,7,34,27,0
525.101166348,5.577000000000001,3,6,126.26,8,34,17,0
463.165582404,4.212000000000001,3,6,117.99,10,34,22,0
424.1357822599999,4.926,0,4,79.26,7,31,27,0
613.2734186,2.104,3,10,165.81,13,43,10,0
308.01030697600004,2.78,0,2,128.8,4,21,12,0
538.089996776,7.253999999999999,6,8,181.8,3,40,34,0
387.18344366,5.541000000000001,1,4,59.42,5,29,18,0
259.077933036,2.8000000000000003,2,3,95.64,5,18,11,0
468.258399492,1.5590000000000004,3,11,143.14,15,33,0,0
374.966168372,4.249,0,2,43.1,4,22,17,0
438.0506305,6.239000000000002,2,3,98.36,4,31,23,0
325.068511224,3.267,0,3,83.97999999999999,3,23,16,0
435.0211177,4.207,0,5,89.73000000000002,6,28,16,0
302.04265266,3.4459999999999997,5,6,131.36,1,22,17,0
403.129883864,3.264,1,4,92.54999999999998,4,28,6,0
234.0640568,1.023,4,5,106.44,1,17,11,0
347.93831667999996,2.528,1,2,110.55,6,19,11,0
481.236541852,5.382999999999999,1,5,75.44,10,36,23,0
320.079706864,3.7970000000000006,4,5,106.44,1,24,22,0
577.236541852,6.627999999999999,1,5,75.44,12,44,35,0
474.263090948,4.0200000000000005,3,5,88.42,10,35,17,0
456.011441532,4.91,1,4,53.290000000000006,4,28,18,0
289.052112212,2.603,3,5,132.94,5,20,11,0
526.117460608,3.735,1,7,93.79,5,36,17,0
330.11033829599995,2.185,2,6,100.9,5,24,6,0
364.189926008,3.9620000000000006,3,4,93.03,8,27,17,0
417.216475104,3.683,2,6,90.98,9,31,17,0
473.210327104,5.963,1,5,62.3,9,36,24,0
416.1670823879999,3.537,3,5,105.18999999999998,7,30,17,0
536.209341124,3.436000000000001,3,9,154.73,14,38,16,0
475.229348296,4.752,3,5,98.47,10,34,17,0
405.187483484,4.369999999999999,3,4,81.39999999999999,7,29,17,0
322.98607807999997,3.2020000000000004,0,1,31.23,2,19,16,0
323.01313986,3.225,3,5,132.94,5,21,11,0
296.079706864,2.803,4,5,106.44,2,22,17,0
570.072722036,4.2490000000000006,1,6,75.19,11,37,18,0
386.164185436,3.007,2,6,84.5,12,28,12,0
374.2106614519999,3.853,2,5,57.260000000000005,6,28,17,0
395.1845062800001,1.3629999999999998,3,7,104.37,11,29,6,0
315.049135008,2.422999999999999,4,5,149.57999999999998,2,23,17,0
532.187733088,3.645000000000001,5,7,123.32,14,38,22,0
455.220891788,6.147999999999999,2,4,88.25,6,34,22,0
459.252191916,4.975,1,5,75.44,9,34,17,0
742.080613864,3.6110000000000015,11,11,287.14,6,54,36,0
304.02508444800003,3.1529999999999996,4,5,106.44,1,21,17,0
313.97642000400003,3.77,0,2,112.6,3,20,12,0
623.255105004,-7.439,10,18,309.44,24,44,6,0
239.126991404,2.7839999999999994,2,4,83.96000000000001,7,17,6,0
289.000585272,3.5630000000000006,0,1,22,1,17,16,0
282.124251752,1.924,1,4,53.290000000000006,3,21,12,0
296.073182004,3.091,2,4,108.53,4,21,16,0
330.21949481999997,3.035,1,3,54.37,1,24,0,0
401.044630016,6.053000000000001,0,3,66.23,1,27,20,0
350.20932406,2.912999999999999,3,5,86.99000000000001,3,25,0,0
527.084453664,7.164999999999999,2,4,88.25,7,35,28,0
303.067762276,3.0399999999999996,3,5,132.94,5,21,11,0
515.047332448,4.642,0,5,102.87,8,34,21,0
557.184523344,3.0290000000000004,2,8,163.49,12,40,26,0
211.074561908,2.2329999999999997,2,3,61.8,1,16,16,0
503.246043916,8.848,1,4,59.42,6,38,24,0
463.16781066,3.4890000000000017,1,7,117.59,11,33,21,0
420.0991219799999,0.73,1,8,127.46,8,29,6,0
583.9753497199999,5.95,4,6,98.66,9,34,24,0
441.181232468,3.4229999999999996,3,6,120.05999999999996,8,32,16,0
358.105252916,4.6880000000000015,4,5,120.36,5,26,17,0
302.04265266,3.4459999999999997,5,6,131.36,1,22,17,0
459.159218048,4.739,3,4,81.39999999999999,8,32,17,0
373.14853852,4.287000000000001,2,4,67.79,6,28,18,0
566.219905808,2.8690000000000007,3,8,163.95999999999998,15,40,16,0
474.157957184,6.719999999999999,1,5,79.19999999999999,7,36,24,0
285.11134134,1.6689999999999998,2,6,82.53,5,21,12,0
326.126657056,4.348000000000001,4,5,106.44,2,24,17,0
311.120466544,2.9830000000000005,2,4,86.34,6,22,16,0
420.157288488,6.177000000000001,3,4,100.13,3,31,17,0
364.140947892,5.28,1,1,47.27,5,26,21,0
475.304621412,5.613999999999998,3,8,113.6,18,34,6,0
335.067283608,1.346,1,4,92.55,3,23,6,0
348.11437812,2.194,2,5,92.88,8,24,12,0
280.084792244,1.324,1,5,80.47,3,21,12,0
333.14886972,4.390000000000001,2,4,83.96000000000001,9,24,12,0
264.048110128,1.986,2,4,108.53,4,18,11,0
323.018703908,2.624000000000001,0,4,118.48999999999998,3,22,12,0
775.354959796,3.701,3,12,194.50000000000003,24,54,22,0
566.121296904,7.895999999999998,4,6,159.8,5,42,34,0
453.162331356,4.3420000000000005,1,5,91.29,9,33,27,0
416.209992756,4.94,2,3,73.58,8,31,18,0
445.236541852,4.406000000000001,1,5,75.44,9,33,17,0
572.0695318720001,4.481,0,8,111.46,4,38,17,0
338.0361278,2.729,0,3,108.76000000000002,3,24,16,0
283.095691276,0.8490000000000001,2,5,82.27000000000001,5,21,10,0
450.277009696,7.98,2,4,74.6,1,33,0,0
495.1616626600001,5.953999999999998,2,4,116.49,8,36,28,0
307.114376032,3.708999999999999,2,4,83.96000000000001,8,21,6,0
471.129116644,3.989,3,7,174.65999999999997,8,35,26,0
508.28969962,2.269,3,11,143.14,15,36,0,0
268.067034004,3.1570000000000005,0,2,60.19,3,19,16,0
459.263425296,5.395,2,6,90.98,9,34,17,0
565.23589022,2.5999999999999996,4,9,166.76,15,40,16,0
334.055817688,3.3899999999999997,1,2,129.47,5,22,15,0
561.248837852,2.8890000000000007,2,9,122.11,13,42,28,0
530.21000982,3.4860000000000007,2,8,137.46,12,38,22,0
459.252191916,4.975,1,5,75.44,9,34,17,0
327.104205272,-1.3490000000000002,4,8,138.59,11,22,0,0
657.26960414,4.171000000000001,4,12,169.15999999999997,21,44,6,0
434.23179082,3.617,1,6,88.33,9,32,17,0
305.04702683200003,2.626,4,6,153.17000000000002,5,21,11,0
524.073554632,6.597,1,5,83.21000000000001,5,35,24,0
406.113984196,5.3999999999999995,0,2,78.06,4,30,27,0
406.175338564,1.882,4,8,131.34,5,30,21,0
449.140927216,2.4339999999999997,0,7,86.37999999999998,4,32,17,0
495.171354752,5.958,1,5,62.3,10,36,24,0
284.068473484,3.348,3,4,90.9,2,21,17,0
496.28969962,2.2750000000000004,3,11,143.14,15,35,0,0
433.236541852,4.446999999999999,1,5,75.44,9,32,17,0
296.046692484,-0.2980000000000001,1,7,101.16,2,20,6,0
490.121000296,2.3330000000000006,1,8,127.46,9,34,12,0
317.037503472,3.581999999999999,2,4,83.96000000000001,7,18,6,0
518.21000982,2.830000000000001,2,8,137.46,12,37,21,0
274.084123548,3.715,3,4,86.99000000000001,4,20,12,0
370.141638424,3.3460000000000005,3,5,96.22,8,27,12,0
412.211055376,2.182,4,6,126.31,12,30,10,0
334.03991143999997,2.9840000000000004,2,4,80.57,4,22,12,0
325.11535986800004,3.9259999999999993,2,3,50.94,5,19,6,0
554.271604944,3.8009999999999984,4,9,133.47,16,39,6,0
476.173607248,7.152999999999999,1,5,83.11000000000001,6,36,23,0
696.269632872,4.353000000000001,4,11,155.14999999999998,15,52,28,0
392.19000626,5.34,2,3,64.35,8,29,18,0
365.086783468,3.579,2,4,124.61,5,24,15,0
291.13830503599996,2.5730000000000004,1,5,62.3,2,21,6,0
603.251540284,3.998000000000001,4,8,170.51999999999998,14,43,20,0
399.119461412,4.277000000000001,1,3,68.02000000000001,7,29,17,0
527.220891788,5.7780000000000005,1,5,75.44,11,40,29,0
456.021452048,4.899,1,4,106.21,7,30,23,0
320.053217344,1.472,6,7,147.68,1,23,12,0
412.145678248,2.983000000000001,0,6,83.14,4,29,12,0
544.300933,1.5410000000000004,5,12,192.51,20,39,6,0
585.3162487159999,3.8519999999999968,4,11,164.7,16,42,6,0
412.061957112,4.734,1,4,53.290000000000006,4,28,18,0
253.14264146799997,3.009999999999999,2,4,83.96000000000001,7,18,6,0
511.094388012,0.3869999999999997,4,10,242.29999999999995,9,34,16,0
308.099477004,2.976,1,3,79.34,4,21,10,0
298.084123548,3.5170000000000003,3,4,90.9,3,22,17,0
262.050905272,2.54,1,3,51.22,4,18,12,0
468.204255744,1.5479999999999998,4,10,165.07,16,32,6,0
436.038147668,6.338999999999999,1,5,69.97,4,30,18,0
558.305349684,3.194,4,11,151.92999999999998,19,40,6,0
499.127895156,3.789,2,5,94.69,8,35,17,0
527.073220284,6.569999999999999,1,5,76.49000000000001,6,35,24,0
510.122545988,4.6770000000000005,1,6,85.67,12,35,18,0
576.240641252,4.101000000000001,3,9,154.73,15,41,17,0
322.098728056,1.1869999999999998,0,6,83.14,2,22,6,0
510.134634896,7.775,1,5,83.11000000000001,6,37,23,0
417.145533928,3.833,1,4,92.54999999999998,4,29,6,0
413.1409272160001,1.3259999999999998,0,7,86.38,5,29,12,0
399.119461412,4.277000000000001,1,3,68.02000000000001,7,29,17,0
426.103813436,5.638,1,3,104.46,5,31,27,0
338.05144142800003,3.4559999999999995,4,5,106.44,2,24,17,0
354.049669688,3.031,0,4,111.77,5,24,12,0
564.26177062,2.4710000000000005,3,11,159.36,15,39,6,0
448.145678248,4.163,0,6,83.14,4,32,17,0
413.10117058,4.986999999999999,1,5,113.11,5,31,18,0
481.1460125960001,5.466999999999999,2,4,116.49,8,35,28,0
404.209992756,5.43,2,5,67.43,9,30,17,0
419.203133548,4.167,2,4,86.60000000000001,7,30,17,0
283.077933036,2.4600000000000004,1,3,83.94,3,20,16,0
456.135507488,1.2960000000000005,1,7,108,9,32,12,0
332.045151196,3.689,2,4,83.83,6,23,12,0
368.1259883599999,2.9530000000000003,2,4,93.06000000000002,8,27,12,0
358.15555187999996,3.716000000000001,1,4,53.290000000000006,4,27,18,0
449.173941596,6.367,2,4,88.25,7,34,28,0
491.104558772,0.21799999999999953,4,11,222.95,8,33,16,0
336.11437811999997,1.273,0,6,83.14,2,23,6,0
470.151157552,2.4710000000000005,1,8,118.23,9,33,12,0
448.045625632,4.676000000000001,1,1,79.86000000000001,9,27,16,0
570.19369106,3.446000000000001,3,9,154.73,14,41,22,0
447.079740112,3.2430000000000003,1,4,92.55,4,31,12,0
270.0640568,2.5309999999999997,4,5,106.44,1,20,17,0
434.23179082,3.5900000000000003,1,6,88.33,9,32,17,0
592.235555872,3.579,3,9,163.95999999999998,16,42,17,0
385.028789924,4.504,0,5,94.33,4,26,22,0
469.081595072,0.00599999999999967,4,10,216.99999999999997,6,32,16,0
304.15756325999996,4.549000000000001,2,3,55.120000000000005,4,23,17,0
472.283826392,3.7600000000000016,2,6,64.68,10,35,17,0
373.032870172,1.1990000000000005,1,5,66.84,3,25,6,0
286.172150704,6.996,0,0,0,4,22,12,0
480.000461404,2.603,0,5,85.93,4,26,11,0
506.172083024,3.970000000000001,1,6,94.89999999999998,13,36,18,0
232.08479224399997,0.3949999999999999,1,5,80.47,3,17,6,0
465.062215292,0.29799999999999993,4,11,197.65,5,31,16,0
463.16310214,4.806000000000002,5,8,136.32000000000002,10,34,18,0
472.187733088,2.9280000000000004,2,8,111.53000000000002,9,33,6,0
322.09872805599997,1.56,1,6,91.93,2,22,6,0
287.163376912,3.1209999999999996,1,5,62.3,3,21,6,0
495.194025408,2.0820000000000003,4,8,161.29000000000002,12,35,15,0
469.146012596,5.617,1,4,107.7,7,34,27,0
230.09429430799997,2.844,1,2,46.53,3,17,11,0
322.98607808,3.2020000000000004,0,1,31.23,2,19,16,0
383.0039883280001,3.147,1,3,56.150000000000006,3,25,16,0
305.117569592,3.251999999999999,2,4,83.96000000000001,7,22,12,0
511.094388012,0.38699999999999946,4,10,242.29999999999995,9,34,16,0
417.145533928,3.894000000000001,1,4,92.55,4,29,6,0
464.055796392,6.138999999999999,1,2,61.400000000000006,8,29,22,0
384.129450992,3.043,2,7,167.36,7,28,16,0
530.21000982,2.783000000000001,2,8,137.46,12,38,21,0
418.219175448,2.661,3,7,111.09,12,29,0,0
513.204590092,0.8079999999999998,4,10,174.60000000000002,12,36,10,0
574.276690324,4.269000000000002,3,8,107.61,11,41,6,0
349.082933672,1.872,1,4,92.54999999999998,3,24,6,0
482.208468532,4.041,4,6,103.09,14,34,16,0
417.205241724,3.690000000000001,1,5,75.44,9,31,17,0
373.2001563440001,2.265,3,7,110.52,13,27,6,0
522.305349684,2.6270000000000007,3,11,143.14,15,37,0,0
323.13438529200005,4.6049999999999995,1,2,51.709999999999994,5,23,17,0
310.11398419600005,4.015000000000001,2,2,70.19,6,22,16,0
302.052526812,2.7140000000000004,1,3,79.34,4,21,16,0
397.142641468,4.994,1,4,76.72000000000001,4,30,21,0
476.12667412,4.9620000000000015,2,4,151.72000000000003,8,34,22,0
388.1158176,5.6480000000000015,5,6,140.59000000000003,5,28,17,0
314.178298704,5.428000000000001,1,1,19.03,4,24,21,0
482.062989948,5.856999999999998,2,4,77.14,3,32,24,0
546.1535713439999,4.286000000000001,2,10,137.10000000000002,17,36,6,0
353.069782144,3.3590000000000004,1,3,56.150000000000006,4,23,11,0
730.328604292,1.6249999999999996,7,14,280.8,21,52,11,0
481.236541852,5.382999999999999,1,5,75.44,10,36,23,0
398.196548184,3.0239999999999996,2,7,113.5,9,28,6,0
276.089877624,2.1100000000000003,1,4,49.41,0,21,12,0
342.972319836,4.051,0,1,22,2,20,16,0
471.067110644,1.4809999999999997,3,9,201.96999999999997,8,32,18,0
343.099062404,0.609,2,6,106.75,5,24,11,0
391.258339916,0.7820000000000003,3,8,114.33,11,28,0,0
387.267448056,5.515,2,3,27.299999999999997,6,29,17,0
434.02258168,2.016,3,9,143.09,6,27,6,0
437.0626556,5.371000000000001,1,4,59.42,4,28,18,0
292.975513396,3.2870000000000004,0,1,22,1,17,16,0
390.047945132,4.224,2,4,162.68,6,27,16,0
543.962391652,8.254,0,3,33.42,4,32,23,0
497.177312724,6.709999999999998,1,4,93.47,7,36,28,0
346.068867408,2.6289999999999996,5,6,140.59,4,25,17,0
428.184840628,3.5050000000000003,3,7,111.09,11,32,17,0
331.132076784,3.3520000000000008,1,3,68.02000000000001,6,25,17,0
519.078401512,0.7699999999999996,4,10,216.99999999999997,7,35,16,0
368.044295668,2.632,2,5,89.26999999999998,3,24,12,0
429.08485182,5.340000000000001,2,4,122.15,4,32,23,0
305.047026832,2.626,4,6,153.17000000000002,5,21,11,0
443.196882532,4.016999999999999,3,6,117.99,10,32,16,0
400.993255712,1.5140000000000002,0,6,89.13,4,23,6,0
735.23721066,4.431000000000001,3,11,191.26,13,50,10,0
475.14132114000006,0.932,1,7,122.86,7,33,12,0
282.022976272,2.8420000000000005,0,3,61.98,4,18,11,0
418.126382284,-0.2870000000000002,7,9,167.91,3,30,12,0
509.096533048,4.596,1,4,101.78,6,35,12,0
519.34206954,2.8289999999999997,4,10,150.70000000000002,14,37,0,0
444.1473925,7.034999999999999,1,5,69.97,5,34,24,0
320.053217344,1.472,6,7,147.68,1,23,12,0
354.046356048,3.697999999999999,4,5,115.67000000000002,3,25,17,0
246.05753194,1.736,2,4,108.53,4,17,11,0
491.220891788,4.996000000000001,1,6,79.37,11,37,24,0
942.440653276,5.410000000000002,9,16,251.16,15,67,22,0
527.2883026520001,8.240999999999998,5,8,136.32000000000002,19,38,12,0
