molecule_chembl_id,canonical_smiles,pActivity,n_measurements,targets,assay_types,bioactivity_class
CHEMBL5562719,CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(F)cc1)NC(=O)OCc1ccccc1)C(=O)NC(C=O)Cc1cccc(F)c1,6.199998172182031,1,CHEMBL4523582,IC50,Active
CHEMBL5560897,Cc1cccc(OCc2cc(Cl)cc(-c3cc(-c4c[nH]c(=O)[nH]c4=O)cn(-c4cccnc4)c3=O)c2)c1,6.958607314841775,1,CHEMBL4523582,IC50,Active
CHEMBL5557248,O=C(NCC1CCCCC1)C1CN(c2ccc(Cl)c(Cl)c2)CCN1C(=O)c1cc(=O)[nH]c2ccccc12,6.356547323513812,1,CHEMBL4523582,IC50,Active
CHEMBL5612960,CSc1nc2ccccc2n1C(=O)c1ccc2c(c1)OCCO2,6,2,CHEMBL4523582,IC50,Active
CHEMBL5199343,O=c1c2ccccc2[se]n1-c1ncccc1O,6.771514251379088,2,CHEMBL4523582,IC50,Active
CHEMBL5429980,O=c1c2c(O)c(O)c(O)cc2nc(-c2ccccc2)n1C1CC1,6.5376020021010435,1,CHEMBL4523582,IC50,Active
CHEMBL5414023,O=C(NCc1ccc(F)s1)[C@@H]1CN(C(=O)c2cccnc2)CCN1c1ccc(Cl)c(Cl)c1,6.3979400086720375,1,CHEMBL4523582,IC50,Active
CHEMBL5560237,N#Cc1ccccc1-c1cc(-c2cc(Cl)cc(OCCc3ccccc3)c2)c(=O)n(-c2cccnc2)c1,6.292429823902063,1,CHEMBL4523582,IC50,Active
CHEMBL5266148,CCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1)C(=O)C(=O)NCc1ccccn1,6.346787486224656,6,CHEMBL4523582,IC50;Ki,Active
CHEMBL5169770,[2H]C([2H])(OC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)C[C@H]1CCNC1=O)C1CN(C(=O)OC(C)(C)C)C1,6.481486060122113,1,CHEMBL4523582,IC50,Active
CHEMBL5408081,CCOc1ccc(-c2n/c(=N\C)sn2-c2ccc(F)cc2)cc1,6.335358024443875,1,CHEMBL4523582,IC50,Active
CHEMBL5207076,C[C@H](c1cccc2ccccc12)N(C)Cc1ccc2[nH]ncc2c1,6.180456064458132,2,CHEMBL4523582,IC50,Active
CHEMBL5179021,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(CNC3CCC(O)C3)s2)c1,6.769551078621726,1,CHEMBL4523582,IC50,Active
CHEMBL5182008,O=C(Cn1sc2cccc(C(F)(F)F)c2c1=O)Nc1ccccc1,6.649364391741045,1,CHEMBL4523582,IC50,Active
CHEMBL5278950,O=C(NCCc1cccc(F)c1)[C@@H](c1cncnc1)N(C(=O)[C@H](F)Cl)c1ccc(S(F)(F)(F)(F)F)cc1,6.562353587314496,2,CHEMBL4523582,IC50;Ki,Active
CHEMBL1096283,Cn1nc(-c2ccc(C(F)(F)F)cc2)nc2c(=O)n(C)c(=O)nc1-2,6.585026652029182,3,CHEMBL4523582,IC50,Active
CHEMBL5181137,O=C(Sc1nc2ccccc2s1)c1cc2ccccc2s1,6.757210261507661,2,CHEMBL4523582,IC50;Ki,Active
CHEMBL5542652,CCOC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](Cc1ccc(F)cc1)NC(=O)OC(C)(C)C,6.483288122256525,2,CHEMBL4523582,IC50,Active
CHEMBL5172047,CC(C)C[C@H](NC(=O)OC1CC2(CCN(C(=O)C(C)C)CC2)C1)C(=O)N[C@H](C=O)C[C@H]1CCNC1=O,6.42021640338319,1,CHEMBL4523582,IC50,Active
CHEMBL5556145,CN(C(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)N(C#N)Cc1ccc(Br)cc1F,6.982966660701219,1,CHEMBL4523582,IC50,Active
CHEMBL5557373,O=C1NC2(CC(C3CCC3)C2)C(=O)N1c1cncc2ccccc12,6.481486060122113,1,CHEMBL4523582,IC50,Active
CHEMBL5573437,C[C@H](c1cccc2ccccc12)N(C)Cc1ccc(O)cc1O,6.236572006437063,1,CHEMBL4523582,IC50,Active
CHEMBL5591637,Cc1ccc(OCCN)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(CNC3CCCC3)s2)c1,6.585026652029182,1,CHEMBL4523582,IC50,Active
CHEMBL5439047,Cc1ccccc1-c1nc2cc(O)c(O)c(O)c2c(=O)[nH]1,6.437707135543525,1,CHEMBL4523582,IC50,Active
CHEMBL5566549,CC(C)C[C@H](NC(=O)OC[C@@H]1CCC(=O)N1Cc1ccc2c(c1)OC(F)(F)O2)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,6.568636235841013,1,CHEMBL4523582,IC50,Active
CHEMBL5084065,O=c1c2ccccc2[se]n1Cc1ccc(F)cc1,6,2,CHEMBL4523582,IC50,Active
CHEMBL5428251,CCN(C[C@H]1O[C@@H](n2cnc3c(NC)ncnc32)[C@H](O)[C@@H]1O)S(=O)(=O)c1ccc(OC)c([N+](=O)[O-])c1,6.562249437179612,1,CHEMBL4523582,IC50,Active
CHEMBL5633930,CC(C)Cn1c(C(=O)NCCCNC(=O)n2cc(F)c(=O)[nH]c2=O)cc2cc(F)ccc21,6.431798275933005,1,CHEMBL4523582,IC50,Active
CHEMBL5187401,COc1ccc(S(=O)(=O)NC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1C#N,6.289036881004725,1,CHEMBL4523582,IC50,Active
CHEMBL5433491,FC1(F)CC(/N=c2\nc(-c3ccccc3)n(-c3ccccc3)s2)C1,6.490797477668897,1,CHEMBL4523582,IC50,Active
CHEMBL5201817,COc1cccc(NC(=O)Cn2sc3cc(F)ccc3c2=O)c1,6.823908740944319,1,CHEMBL4523582,IC50,Active
CHEMBL5434245,O=c1[nH]cccc1-c1cn(-c2cc(Cl)cc(Cl)c2)c(=O)n(-c2cccnc2)c1=O,6.552841968657781,1,CHEMBL4523582,IC50,Active
CHEMBL5430616,CCOC(=O)[C@@H]1O[C@H]1C(=O)N(CCC(N)=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1,6.017728766960431,1,CHEMBL4523582,IC50,Active
CHEMBL5558498,O=C(NCCC1CC1)C1CN(c2ccc(Cl)c(Cl)c2)CCN1C(=O)c1cc(=O)[nH]c2ccccc12,6.2839966563652006,1,CHEMBL4523582,IC50,Active
CHEMBL5169680,Cc1cc(C)nc(SC(=O)c2ccc(C#Cc3ccccc3)o2)n1,6.540607512240769,1,CHEMBL4523582,IC50,Active
CHEMBL5203920,Cn1cnc(Cn2c(=O)nc(Nc3cc4cn(C)nc4cc3Cl)n(Cc3cccc4ccccc34)c2=O)n1,6.107905397309519,1,CHEMBL4523582,IC50,Active
CHEMBL5561347,CCn1cc2cc(Nc3nc(=O)n(-c4cncc(Cl)c4)c(=O)n3Cc3cc(C#N)ccc3Cl)ccc2n1,6.449771646944906,1,CHEMBL4523582,IC50,Active
CHEMBL5201634,O=C(Cn1sc2c(F)cccc2c1=O)Nc1ccccc1,6.484126156288321,1,CHEMBL4523582,IC50,Active
CHEMBL5823056,CC(=O)N[C@@H](C(=O)N[C@@H](CC(C)(C)C)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12)C(C)C,6.259637310505756,1,CHEMBL4523582,IC50,Active
CHEMBL5568095,CCCS(=O)(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N(C)N(C#N)Cc1ccc(Cl)cc1)C(C)(C)C,6.806875401645538,1,CHEMBL4523582,IC50,Active
CHEMBL2311692,O=C(Oc1cncc(Br)c1)c1cccs1,6.301029995663981,2,CHEMBL3927,IC50,Active
CHEMBL5583811,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2cc(C)c(CNC3CCCC3)s2)c1,6.187086643357144,1,CHEMBL4523582,IC50,Active
CHEMBL5273811,O=c1c2ccccc2[se]n1Cc1ccc(Cl)cc1,6.084072788302884,1,CHEMBL4523582,IC50,Active
CHEMBL5418940,O=c1[nH]c(-c2ccccc2Cl)nc2cc(O)c(O)c(O)c12,6.361510743045363,1,CHEMBL4523582,IC50,Active
CHEMBL5194209,CCc1ccc(S(=O)(=O)NC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1[N+](=O)[O-],6.61261017366127,1,CHEMBL4523582,IC50,Active
CHEMBL5175153,Nc1ccc2sn(CC(=O)Nc3ccccc3)c(=O)c2c1,6.380906669373258,1,CHEMBL4523582,IC50,Active
CHEMBL5639360,Cc1ccc(-c2nnc([S+]([O-])Cc3cccnc3)o2)cc1,6.721246399047171,1,CHEMBL4523582,IC50,Active
CHEMBL5561115,CC(C)C[C@H](NC(=O)OCC1CC(=O)N(Cc2ccccc2)C1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,6.142667503568732,1,CHEMBL4523582,IC50,Active
CHEMBL5418023,O=c1c2ccccc2[se]n1-c1ccc(NS(=O)(=O)C2CC2)cc1,6.277366077466188,1,CHEMBL4523582,IC50,Active
CHEMBL5568631,O=C(NCc1ccc(O)c(F)c1)N1CCC(CN2CCc3ccccc32)CC1,6.136677139879544,1,CHEMBL4523582,IC50,Active
CHEMBL5614360,CSc1nc2ccccc2n1C(=O)c1ccc(C)c(Cl)c1,6.821948810943301,2,CHEMBL4523582,IC50,Active
CHEMBL5590755,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(CN[C@H]3CC[C@@H](C(=O)O)C3)s2)c1,6.494850021680094,1,CHEMBL4523582,IC50,Active
CHEMBL5433349,[2H]C([2H])(OC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O)C(C)(C)Sc1ccccc1,6.698970004336019,1,CHEMBL4523582,IC50,Active
CHEMBL5400991,CC(C)Cc1nc2cc(O)c(O)c(O)c2c(=O)n1-c1ccccc1F,6.621602099051862,1,CHEMBL4523582,IC50,Active
CHEMBL5174547,Cc1nnc(SC(=O)c2ccc(Br)o2)s1,6.317854923626168,1,CHEMBL4523582,IC50,Active
CHEMBL5556867,CC(C)C[C@H](NC(=O)OCC1CCN(Cc2ccccc2)C1=O)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,6.102372908709558,1,CHEMBL4523582,IC50,Active
CHEMBL5171009,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(CNC[C@H]3CCCO3)s2)c1,6.119186407719209,1,CHEMBL4523582,IC50,Active
CHEMBL5206180,CC(C)(C)CC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O)C2(C)C)C(C)(C)C,6.7447274948966935,1,CHEMBL4523582,IC50,Active
CHEMBL5590311,Cc1ccc(NC2CNC2)cc1CN(C)[C@H](C)c1cccc2ccccc12,6.017728766960431,1,CHEMBL4523582,IC50,Active
CHEMBL5169416,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1cc2ccccc2[nH]1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.530177984021837,1,CHEMBL4523582,IC50,Active
CHEMBL5175509,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C(=O)NC1CC1)C2(C)C)C(C)(C)C,6.443697499232712,1,CHEMBL4523582,IC50,Active
CHEMBL5837006,CC(C)(C)C[C@H](NC(=O)[C@H]1CC[C@H](C#N)CC1)C(=O)N[C@@H](C#N)C[C@@H]1CCNC1=O,6.217527375833714,1,CHEMBL4523582,Ki,Active
CHEMBL5191706,Nc1ccc2c(=O)n(CC(=O)Nc3ccccc3)sc2c1,6.353498249968388,1,CHEMBL4523582,IC50,Active
CHEMBL5176204,CC(C)(C)CC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C)C(C)(C)C,6.142667503568732,1,CHEMBL4523582,IC50,Active
CHEMBL5867534,CN(C)[C@@H](CC1CC1)C(=O)N(C)[C@@H](CC(C)(C)C)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12,6.259637310505756,1,CHEMBL4523582,IC50,Active
CHEMBL5819121,CC(C)C[C@@H](C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1[nH]c2ccccc2c1-c1ccccc1,6.259637310505756,1,CHEMBL4523582,IC50,Active
CHEMBL5291321,O=c1c2ccccc2sn1CC1CCCCC1,6,2,CHEMBL4523582,IC50,Active
CHEMBL5425267,CC(C)(C)O[C@@H]1C[C@@H](C(=O)N[C@H](C=O)C[C@@H]2CCNC2=O)N(C(=O)OCc2ccccc2)C1,6.251811972993799,1,CHEMBL4523582,IC50,Active
CHEMBL5557725,CC(c1nc(-c2cc(NCc3ccc(C(=O)O)cc3)cc(C(F)(F)F)c2)no1)c1cccc2ccccc12,6.698970004336019,1,CHEMBL4523582,IC50,Active
CHEMBL265502,Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)cc1NC(=O)c1cccc(NC(=O)Nc2cccc(C(=O)Nc3cc(C(=O)Nc4ccc(S(=O)(=O)O)c5cc(S(=O)(=O)O)cc(S(=O)(=O)O)c45)ccc3C)c2)c1,6.585026652029182,3,CHEMBL4523582,IC50,Active
CHEMBL5639088,CC(C)(C)c1ccc(-c2nnc([S+]([O-])Cc3cccnc3)o2)cc1,6.958607314841775,1,CHEMBL4523582,IC50,Active
CHEMBL5633225,Cc1cn(C(=O)NCCCNC(=O)c2cc3cc(F)ccc3n2CC(C)C)c(=O)[nH]c1=O,6.154901959985743,1,CHEMBL4523582,IC50,Active
CHEMBL5422331,O=c1c2c(O)c(O)c(O)cc2nc(Cc2ccccc2)n1-c1ccccc1,6.882728704344236,1,CHEMBL4523582,IC50,Active
CHEMBL5774755,COc1cccc2[nH]c(C(=O)N(C)[C@@H](CC(C)C)C(=O)N3C[C@]4(CC3C(=O)O)C(=O)Nc3ccccc34)cc12,6.259637310505756,1,CHEMBL4523582,IC50,Active
CHEMBL5598122,O=C(Oc1cncc(Cl)c1)c1ccc(Cl)cc1Cl,6.966576244513051,1,CHEMBL4523582,IC50,Active
CHEMBL5958100,COc1cccc2[nH]c(C(=O)N(C)[C@@H](CC(C)(C)F)C(=O)N3C[C@]4(C[C@H]3C#N)C(=O)Nc3ccccc34)cc12,6.259637310505756,1,CHEMBL4523582,IC50,Active
CHEMBL5439743,O=C(NCc1cccs1)[C@@H]1CN(C(=O)c2cncc3cc[nH]c23)CCN1c1ccc(Cl)c(Cl)c1,6.6020599913279625,1,CHEMBL4523582,IC50,Active
CHEMBL1448440,C=CCSc1nc2sc3c(c2c(=O)n1CC)CCc1ccccc1-3,6.096910013008056,1,CHEMBL4523582,IC50,Active
CHEMBL3983492,COc1ccccc1-n1[se]c2ccccc2c1=O,6.59176003468815,3,CHEMBL4523582,IC50,Active
CHEMBL5183017,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)/C=C/c1ccccc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.55129368009492,1,CHEMBL4523582,IC50,Active
CHEMBL2442056,O=C(Cn1nnc2ccccc21)N(Cc1ccsc1)c1ccc(-c2cccnc2)cc1,6.013228265733755,1,CHEMBL3927,IC50,Active
CHEMBL5440769,CC1(C)[C@@H]2[C@@H](C(=O)N[C@H](C=O)C[C@@H]3CCNC3=O)N(C(=O)CNc3ccc(Cl)cc3)C[C@@H]21,6.00436480540245,1,CHEMBL4523582,IC50,Active
CHEMBL5575512,CC(C)(CCC(=O)NCCCC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O)C2(C)C)C(C)(C)C,6.826813731587726,1,CHEMBL4523582,IC50,Active
CHEMBL932,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,6.809894379144197,2,CHEMBL4523582,IC50;Ki,Active
CHEMBL5180502,O=C(NCc1cccs1)[C@@H]1CN(C(=O)CBr)CCN1c1ccc(Cl)c(Cl)c1,6.508638306165727,1,CHEMBL4523582,IC50,Active
CHEMBL5179883,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1cccnc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.1938200260161125,1,CHEMBL4523582,IC50,Active
CHEMBL5428967,COC(=O)c1ccc2c(c1)NC1=C(C(=O)CCC1)C(c1ccc(C(F)(F)F)cc1)N2C(=O)CCl,6.7447274948966935,1,CHEMBL4523582,IC50,Active
CHEMBL5424318,Cc1cc(-n2c(-c3ccccc3)nc3cc(O)c(O)c(O)c3c2=O)ccc1F,6.931814138253839,1,CHEMBL4523582,IC50,Active
CHEMBL5562560,C[C@H](NC(=O)[C@@H](c1cccnc1)N(C(=O)c1ccco1)c1ccc(-n2cccc2)cc1)c1ccccc1,6.026872146400302,1,CHEMBL4523582,IC50,Active
CHEMBL5425758,O=c1c2c(O)c(O)c(O)cc2nc(-c2ccccc2)n1C1CCCCC1,6.562249437179612,1,CHEMBL4523582,IC50,Active
CHEMBL5274064,CCCCNC(=O)c1ccc(-n2sc3ccccc3c2=O)cc1,6.040958607678906,1,CHEMBL4523582,IC50,Active
CHEMBL5568645,COc1cc([N+](=O)[O-])ccc1CN(C)[C@H](C)c1cccc2ccccc12,6.318758762624412,1,CHEMBL4523582,IC50,Active
CHEMBL5594341,O=C(CCl)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCc1ccccc1,6.136605754872907,1,CHEMBL4523582,IC50,Active
CHEMBL5532001,COc1cc(Cl)cc(-c2cc(-c3c[nH]c(=O)[nH]c3=O)cn(-c3cccnc3)c2=O)c1,6,1,CHEMBL4523582,IC50,Active
CHEMBL5641805,O=S(=O)(Cc1cccnc1)c1nnc(-c2ccc(Cl)cc2)o1,6.221848749616356,1,CHEMBL4523582,IC50,Active
CHEMBL5400701,N#C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)c1cnoc1)C1CCCCC1,6.8696662315049934,1,CHEMBL4523582,IC50,Active
CHEMBL5290841,CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N(C)C)C(=O)Cn1[nH]c(=O)c2c([N+](=O)[O-])cccc2c1=O)[C@@H](C)OCc1ccccc1)C(C)C,6.221848749616356,1,CHEMBL4523582,IC50,Active
CHEMBL5558407,CCOc1cc(O)c2c(=O)c(O)c(-c3cc(O)c(O)c(O)c3)oc2c1,6.130768280269024,1,CHEMBL4523582,IC50,Active
CHEMBL5563502,CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(F)cc1)NC(=O)OCc1ccccc1)C(=O)NC(C=O)Cc1ccco1,6.900008766455316,1,CHEMBL4523582,IC50,Active
CHEMBL5597608,Nc1ccc(C(=O)Oc2cncc(Cl)c2)c(F)c1,6.0254883072626715,1,CHEMBL4523582,IC50,Active
CHEMBL5614177,CSc1nc2ccccc2n1C(=O)c1ccc(C)c(C)c1,6.004999382482669,2,CHEMBL4523582,IC50,Active
CHEMBL1397270,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C)c2cc1C=O,6.275724130399211,1,CHEMBL4523582,IC50,Active
CHEMBL5562021,COc1cccc(CN(C#N)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)OCc2ccccc2)c1F,6.928117992693875,1,CHEMBL4523582,IC50,Active
CHEMBL5542416,COc1ccc(/C=C(\C#N)C(=O)N(c2ccc(-c3ccccc3)cc2)[C@@H](C(=O)N[C@@H](C)c2ccccc2)c2cccnc2)cc1,6.251811972993799,3,CHEMBL4523582,IC50;Ki,Active
CHEMBL5592606,CC(=O)OC(C)OC(=O)N1CC(Nc2ccc(C)c(C(=O)N[C@H](C)c3cccc(-c4ccc(CNC(=O)C5CCCC5)s4)c3)c2)C1,6.221848749616356,1,CHEMBL4523582,IC50,Active
CHEMBL5639614,O=S(=O)(CC1CC1)c1nnc(-c2ccc(Cl)cc2)o1,6.795880017344075,1,CHEMBL4523582,IC50,Active
CHEMBL5197241,CC(C)C[C@H](NC(=O)c1cc2c(F)cccc2[nH]1)C(=O)NN(C[C@H]1CCNC1=O)C(=O)[C@@H](F)Cl,6.333482019445119,1,CHEMBL4523582,IC50,Active
CHEMBL5428745,COc1ccc(NC(=O)[C@@H]2CN(C(=O)c3cccnc3)CCN2c2ccc(Cl)c(Cl)c2)cc1,6.698970004336019,1,CHEMBL4523582,IC50,Active
CHEMBL1214186,Nc1ncnc2c1ncn2[C@@H]1O[C@H](C[C@@H](N)CC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,6.555955204081924,5,CHEMBL4523582,IC50,Active
CHEMBL727,Nc1nc2[nH]cnc2c(=S)[nH]1,6.150514997831991,4,CHEMBL4523582,IC50,Active
CHEMBL5397764,CCN(C[C@]1(C)CN(C(=O)c2nn(C)c3c2CCc2ccccc2-3)CCC1=O)C(=O)c1nn(C)c2c1CCc1ccccc1-2,6.1249387366083,1,CHEMBL4523582,IC50,Active
CHEMBL5204666,CC(C)(C)CC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C(N)=O)C2(C)C)C(C)(C)C,6.823908740944319,1,CHEMBL4523582,IC50,Active
CHEMBL5204064,COc1nnc(SC(=O)c2cc3ccccc3[nH]2)s1,6.953170109313084,2,CHEMBL4523582,IC50;Ki,Active
CHEMBL5556922,CCn1nncc1Cn1c(=O)[nH]/c(=N\c2cc3cn(C)nc3cc2Cl)n(Cc2cc(F)c(F)cc2F)c1=O,6.909389292171594,1,CHEMBL4523582,IC50,Active
CHEMBL358279,NC(=O)c1ccc2c(c1)C(=O)C(=O)N2Cc1ccc2ccccc2c1,6.919987152892072,5,CHEMBL3927;CHEMBL4523582,IC50;Ki,Active
CHEMBL5762221,Cc1nn(C)c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)C[C@@H]2CCNC2=O)c1Cl,6.645891560852599,1,CHEMBL4523582,Ki,Active
CHEMBL5568838,Cc1ccc(OCCN)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(O)cc2)c1,6.161150909262744,1,CHEMBL4523582,IC50,Active
CHEMBL5542794,Cc1ccc(OCCN)cc1C(=O)N[C@H](C)c1cccc(-c2cnn(C)c2)c1,6.017728766960431,1,CHEMBL4523582,IC50,Active
CHEMBL5423618,O=c1c2c(O)c(O)c(O)cc2nc(-c2ccccc2)n1-c1cccnc1,6.673664139071248,1,CHEMBL4523582,IC50,Active
CHEMBL599894,O=C1c2ccccc2-c2nc3nnnn3nc21,6.585026652029182,2,CHEMBL4523582,IC50,Active
CHEMBL466336,COc1ccccc1C(=O)Oc1cncc(Cl)c1,6.578396073130169,1,CHEMBL4523582,IC50,Active
CHEMBL5786038,CC(C)(C)C[C@H](NC(=O)c1c(Cl)cccc1Cl)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,6.357535479757878,1,CHEMBL4523582,Ki,Active
CHEMBL5423096,CCN(C[C@H]1O[C@@H](n2cnc3c(NC)ncnc32)[C@H](O)[C@@H]1O)S(=O)(=O)c1ccc(C)c(Cl)c1,6.886056647693163,1,CHEMBL4523582,IC50,Active
CHEMBL5219870,[2H]C([2H])(OC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)C[C@H]1CCNC1=O)C12CCC(CCCCC)(CC1)CC2,6.508638306165727,1,CHEMBL4523582,IC50,Active
CHEMBL5075209,CC(C)(C)OC(=O)Nc1cccn([C@@H](CC2CC2)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)C(=O)NCc2ccccc2)c1=O,6.173925197299173,14,CHEMBL5118;CHEMBL4523582,IC50,Active
CHEMBL1710047,Cn1sc2ccccc2c1=O,6.107905397309519,1,CHEMBL4523582,IC50,Active
CHEMBL5192273,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccc(Cl)cc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.841805124463402,2,CHEMBL4523582,IC50,Active
CHEMBL5190907,CC[C@H](C)[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.447331783887806,1,CHEMBL4523582,IC50,Active
CHEMBL5208693,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(CN[C@H]3CC[C@H](O)C3)s2)c1,6.6020599913279625,1,CHEMBL4523582,IC50,Active
CHEMBL5413101,O=c1[nH]c(C2CCCC2)nc2cc(O)c(O)c(O)c12,6.268411234813262,1,CHEMBL4523582,IC50,Active
CHEMBL164,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,6.200659450546418,7,CHEMBL4523582,IC50;Ki,Active
CHEMBL5631518,CC(C)Cn1c(C(=O)NCCCNC(=O)n2cc(F)c(=O)[nH]c2=O)cc2cc(Cl)ccc21,6.455931955649724,1,CHEMBL4523582,IC50,Active
CHEMBL5762735,CC(C)C[C@@H](C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1[nH]c2ccc(F)cc2c1Cl,6.259637310505756,1,CHEMBL4523582,IC50,Active
CHEMBL5843958,COc1ccc(C(F)(F)F)c2[nH]c(C(=O)N[C@@H](CC(C)(C)C)C(=O)N[C@H](C#N)C[C@@H]3CCNC3=O)c(C(F)(F)F)c12,6.954677021213342,1,CHEMBL4523582,Ki,Active
CHEMBL5568134,CN(C(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)N(C#N)Cc1ccc(Cl)cc1,6.585026652029182,1,CHEMBL4523582,IC50,Active
CHEMBL5809218,CC(C)C[C@H](NC(=O)OC(C)(C)c1cccc(Cl)c1)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12,6.259637310505756,2,CHEMBL4523582,IC50,Active
CHEMBL5595950,Cc1ccc(OCCN)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(CN3CCCC3)s2)c1,6.2441251443275085,1,CHEMBL4523582,IC50,Active
CHEMBL5563735,COC(=O)N[C@H](C(=O)N1CC2(CCC(F)(F)CC2)C[C@H]1C(=O)N[C@@H](CCC(C)(F)F)C(=O)C(=O)NC1CC1)C(C)(C)C,6.568636235841013,1,CHEMBL4523582,IC50,Active
CHEMBL5594722,CC(C)c1cccc2[nH]c(C(=O)N3C[C@H]4[C@@H]([C@H]3C(=O)N[C@H](C#N)C[C@@H]3CCNC3=O)C4(C)C)cc12,6.3979400086720375,1,CHEMBL4523582,IC50,Active
CHEMBL5562330,O=C(NCC1CC1)C1CN(c2ccc(Cl)c(Cl)c2)CCN1C(=O)c1cc(=O)[nH]c2ccccc12,6.468521082957745,1,CHEMBL4523582,IC50,Active
CHEMBL5199430,CC(C)C[C@H](NC(=O)OC1CC2(CCN(C(=O)OC(C)(C)C)C2)C1)C(=O)N[C@H](C=O)C[C@H]1CCNC1=O,6.346787486224656,1,CHEMBL4523582,IC50,Active
