MW,LogP,HBD,HBA,TPSA,nRotB,nAtoms,Aromatic_Bonds,Ring_Count
464.09547607999997,1.7109999999999999,8,10,210.51,4,33,17,NA
362.22055744,4.542,2,6,84.50000000000001,14,26,6,NA
262.07422756,1.968,2,4,58.2,0,20,12,NA
494.15209652799996,4.216000000000001,1,6,85.67,12,35,18,NA
418.126382284,-0.2870000000000002,7,9,167.91,3,30,12,NA
534.096694432,1.4199999999999997,4,10,199.15999999999997,9,35,16,NA
398.02403889199996,4.317,1,3,137.98,5,27,18,NA
479.220891788,5.098,1,5,75.44,9,36,23,NA
350.043521688,6.191999999999999,2,2,91.06,3,24,22,NA
325.06851122399996,3.267,0,3,83.97999999999999,3,23,16,NA
492.12380045199995,6.620000000000001,0,2,107.96,5,33,19,NA
296.05093264,3.24,0,2,121.26,9,16,0,NA
345.082727176,1.6099999999999997,4,6,150.36,7,25,12,NA
305.117569592,3.251999999999999,2,4,83.96000000000001,7,22,12,NA
399.1252771520001,1.168,0,7,86.37999999999998,4,28,12,NA
325.11535986800004,3.9259999999999993,2,3,50.94,5,19,6,NA
310.062342548,-0.5850000000000001,0,7,92.37,2,21,6,NA
541.946741588,8.773,0,2,35.64,4,32,28,NA
373.167793596,5.010000000000002,1,4,59.42,4,28,18,NA
374.966168372,4.249,0,2,43.1,4,22,17,NA
290.04736117999994,2.8800000000000003,2,3,138.78000000000003,5,20,11,NA
400.076074464,3.483,1,5,92.53,6,27,16,NA
585.3162487159999,3.8519999999999968,4,11,164.7,16,42,6,NA
490.12302465600004,5.221000000000001,1,5,92.53,8,34,22,NA
472.283826392,3.7600000000000016,2,6,64.68,10,35,17,NA
469.146012596,5.491,2,4,116.49,7,34,27,NA
304.082347632,3.7770000000000015,0,2,34.89,3,22,16,NA
304.995499892,3.0410000000000004,0,1,31.23,2,18,16,NA
397.071700292,4.871,1,4,85.72000000000001,6,28,18,NA
402.205576072,5.398,3,5,91.44,7,30,17,NA
420.26644501199996,7.159000000000001,1,3,54.37,0,31,0,NA
293.080041212,2.8580000000000005,2,2,88.03,1,22,16,NA
433.21878361200004,4.681,3,4,95.39,8,31,17,NA
388.02449626399994,4.429,1,2,61.4,6,23,16,NA
327.01207724,3.458999999999999,0,3,65.62,2,22,16,NA
304.025084448,3.1529999999999996,4,5,106.44000000000001,1,21,17,NA
409.048089452,3.587,1,3,181.11999999999998,6,29,18,NA
588.1777662239999,5.625,2,12,175.26999999999998,17,41,12,NA
232.08479224399997,0.3949999999999999,1,5,80.47,3,17,6,NA
406.132885308,4.980000000000002,3,5,95.58000000000001,3,30,23,NA
533.0393333119999,7.496000000000001,1,4,59.42,5,34,24,NA
404.01941088399997,4.202,2,2,79.41999999999999,7,24,16,NA
319.19698554800004,6.552,1,2,67.9,7,22,6,NA
440.1859835,2.398,1,7,94.9,3,32,12,NA
294.06742792800003,0.966,1,6,91.93,2,20,6,NA
438.22670544,2.306,2,8,111.53000000000002,9,32,6,NA
504.17910361599996,-1.589,6,12,220.85,17,35,10,NA
397.142641468,4.994,1,4,76.72000000000001,4,30,21,NA
282.022976272,2.8420000000000005,0,3,61.980000000000004,4,18,11,NA
502.20049069199996,5.5409999999999995,1,5,88.33,10,38,29,NA
550.066498058,6.9140000000000015,5,7,185.92999999999998,7,39,29,NA
469.140448548,3.9500000000000015,1,4,101.78,5,33,12,NA
464.055796392,6.1389999999999985,1,2,61.400000000000006,8,29,22,NA
498.22018058,3.4090000000000007,2,7,101.63000000000001,8,36,23,NA
368.044295668,2.632,2,5,89.26999999999998,3,24,12,NA
467.1975695,5.078999999999999,1,5,75.44,9,33,17,NA
530.995745462,-5.731999999999998,7,17,318.94,8,33,10,NA
388.166116564,3.8280000000000007,1,4,62.52,6,29,18,NA
441.181232468,3.4229999999999996,3,6,120.05999999999997,8,32,16,NA
540.161345376,2.563,2,9,162.91,11,37,21,NA
416.20999275599996,4.94,2,3,73.58,8,31,18,NA
445.151681928,4.041,3,6,117.98999999999998,10,31,16,NA
340.160934388,4.1530000000000005,1,3,57.64,9,24,12,NA
536.209341124,3.436000000000001,3,9,154.73,14,38,16,NA
382.13511356399994,4.606000000000001,2,5,83.65,6,27,17,NA
309.15289248,5.03,1,2,23.47,4,23,17,NA
289.12265497199996,2.1959999999999997,1,5,62.300000000000004,2,21,6,NA
437.150619308,4.430000000000001,3,6,87.30000000000001,11,31,17,NA
491.22426291600004,3.7220000000000004,4,6,118.7,10,35,17,NA
503.22274225600006,-4.803,8,15,254.31999999999996,20,35,0,NA
406.132229592,4.986000000000001,1,4,53.290000000000006,4,29,18,NA
336.085854864,3.2879999999999994,3,4,132.05,5,25,16,NA
501.241627232,6.930999999999998,1,5,62.300000000000004,9,38,24,NA
361.083315544,5.057999999999999,0,1,60.66,1,25,16,NA
358.14887286799996,3.581000000000001,3,5,70.59,6,27,18,NA
475.058319168,6.294999999999999,2,3,53.35000000000001,3,31,24,NA
445.236541852,4.406000000000001,1,5,75.44,9,33,17,NA
519.34206954,2.8289999999999997,4,10,150.70000000000002,14,37,0,NA
422.050413884,4.288,1,4,53.290000000000006,4,27,18,NA
491.18450628000005,4.206,1,5,88.58,10,37,28,NA
469.163770836,6.249,2,4,110.57,9,35,23,NA
278.16304256399997,0.956,1,4,56.510000000000005,9,20,10,NA
471.99860842799995,4.775,1,5,121.31,7,30,23,NA
449.173941596,6.367,2,4,88.25,7,34,28,NA
412.99127662399997,4.771,0,3,37.38,2,23,17,NA
298.084123548,3.0670000000000006,2,4,83.83,6,22,12,NA
383.082539748,5.822000000000002,0,3,58.68,3,28,24,NA
346.168127944,4.620000000000001,2,4,58.2,6,26,17,NA
398.196548184,3.0239999999999996,2,7,113.5,9,28,6,NA
926.445738656,5.8160000000000025,8,15,230.93,15,66,22,NA
274.02345493999997,2.512,0,2,88.42999999999999,3,18,15,NA
570.072722036,4.2490000000000006,1,6,75.19,11,37,18,NA
296.07318200399993,3.091,2,4,108.53,4,21,16,NA
366.010839568,3.826000000000001,0,3,94.69999999999999,4,24,12,NA
222.04629856,1.2339999999999998,0,2,72.24000000000001,2,15,11,NA
524.1502849599999,8.187,1,5,83.11000000000001,6,38,23,NA
435.20188766,0.09300000000000012,5,8,144.66,11,32,16,NA
522.146072172,3.438,1,8,127.46000000000001,9,37,17,NA
340.034019624,2.778,0,4,111.77,4,23,12,NA
389.1142338,2.6950000000000003,1,4,92.54999999999998,4,27,6,NA
555.280531904,3.0580000000000007,4,12,173.41,8,40,11,NA
374.210661452,3.8529999999999998,2,5,57.260000000000005,6,28,17,NA
401.04463001600004,6.053000000000001,0,3,66.23,1,27,20,NA
284.079706864,2.968,4,5,106.44,1,21,17,NA
315.049135008,2.423,4,5,149.57999999999998,2,23,17,NA
296.073182004,3.0909999999999997,2,4,108.53,4,21,16,NA
342.10381343599994,3.1560000000000006,0,2,78.65,5,24,16,NA
382.05994573199996,2.8579999999999997,2,5,89.27000000000001,3,25,12,NA
308.099477004,2.976,1,3,79.34,4,21,10,NA
379.011904276,4.547000000000001,2,5,153.84,6,24,16,NA
449.21369823200007,4.808999999999999,1,5,90.54,9,32,17,NA
296.068473484,3.8050000000000006,3,4,90.9,2,22,17,NA
245.062282972,2.988,2,3,95.64,4,17,11,NA
471.192865992,8.790000000000003,0,1,60.66,5,33,16,NA
428.18484062799996,3.5050000000000003,3,7,111.09,11,32,17,NA
502.14098679200004,2.087,1,8,136.69,10,35,12,NA
490.12100029600003,2.333,1,8,127.46000000000001,9,34,12,NA
322.0081988,-0.5280000000000005,0,4,116.52000000000001,4,21,16,NA
580.136946968,8.216999999999999,3,5,148.8,6,43,34,NA
438.22670544000005,2.7180000000000004,4,6,112.32000000000002,11,32,10,NA
602.069655256,3.4010000000000007,9,9,232.12999999999994,4,44,33,NA
348.093248752,4.503,0,2,72.24,3,25,22,NA
354.124738908,2.3730000000000007,0,5,60.230000000000004,4,25,12,NA
588.2154891240001,2.4860000000000007,2,10,163.76,15,42,21,NA
338.115423676,3.2989999999999995,0,4,73.58000000000001,2,25,11,NA
322.98607808,3.2020000000000004,0,1,31.23,2,19,16,NA
452.242355504,2.8750000000000004,2,8,111.53000000000002,9,33,6,NA
453.19335671199997,2.220000000000001,3,9,153.04,15,31,6,NA
495.21336179599996,7.604999999999999,1,3,68.02000000000001,9,36,17,NA
334.06396849199996,3.1550000000000002,0,3,33.2,3,22,12,NA
652.234035212,-6.462,10,19,320.71999999999997,25,46,6,NA
429.24162723200004,4.235,2,5,61.440000000000005,8,32,17,NA
436.10929274,2.391,0,7,92.37,4,31,17,NA
437.173941596,3.813000000000001,1,5,75.44,9,33,23,NA
575.109605792,8.814,1,4,59.42,6,39,30,NA
257.117569592,2.944999999999999,2,4,83.96000000000001,7,18,6,NA
310.113984196,4.015000000000001,2,2,70.19,6,22,16,NA
285.11134133999997,1.6689999999999998,2,6,82.53,5,21,12,NA
319.181525512,4.268000000000001,1,3,28.16,8,22,11,NA
604.27042072,-6.260999999999999,10,18,303.65000000000003,24,42,0,NA
635.1184698220001,1.6840000000000004,3,8,119.99000000000001,5,41,18,NA
234.0640568,1.023,4,5,106.44000000000001,1,17,11,NA
420.19838251600004,2.9359999999999995,4,5,107.41999999999999,8,30,17,NA
527.220891788,5.7780000000000005,1,5,75.44,11,40,29,NA
238.088832068,1.765000000000001,0,3,78.01,3,16,10,NA
459.252191916,4.975,1,5,75.44,9,34,17,NA
250.007994904,2.4480000000000004,1,3,84.45,1,16,15,NA
509.25258584,4.015,3,9,136.82,18,37,12,NA
591.1689854020001,1.5079999999999998,3,8,119.99000000000001,5,41,18,NA
397.18239810399996,3.5610000000000004,1,3,71.80000000000001,10,28,16,NA
533.039333312,7.4959999999999996,1,4,59.42,5,34,24,NA
513.204590092,0.8079999999999998,4,10,174.60000000000002,12,36,10,NA
481.08630480000005,4.0200000000000005,0,5,102.87,8,33,21,NA
401.079678132,5.048,1,5,81.7,10,26,6,NA
459.09613912400005,3.6770000000000005,1,5,73.2,4,32,12,NA
433.84591855599996,3.8010000000000006,2,5,100.05,3,21,12,NA
304.02508444800003,3.1530000000000005,4,5,106.44000000000001,1,21,17,NA
524.008836676,5.824,1,4,106.21000000000001,8,34,23,NA
353.02664192000003,2.9850000000000003,1,3,64.63000000000001,4,24,12,NA
429.223868992,5.046000000000001,1,2,50.51,7,31,21,NA
433.236541852,4.446999999999999,1,5,75.44,9,32,17,NA
383.082539748,5.822000000000002,0,3,58.68,3,28,24,NA
269.117569592,3.1129999999999987,2,4,83.96000000000001,5,19,6,NA
393.11317118,5.195000000000001,1,4,59.42,4,28,18,NA
409.167793596,5.839000000000001,1,4,59.42,4,31,23,NA
459.167331992,4.267,3,6,117.98999999999998,10,32,16,NA
328.991276624,3.1450000000000005,0,3,37.38,3,16,6,NA
218.04015056,2.4949999999999997,0,2,59.440000000000005,2,15,6,NA
431.070654736,3.500000000000001,0,5,98.96000000000001,7,29,16,NA
513.208612852,6.518000000000001,0,5,89.73000000000002,9,37,22,NA
293.051049592,2.8369999999999997,0,3,65.62,2,21,16,NA
282.082684068,3.594,0,2,60.19,3,20,16,NA
412.06195711199996,4.734,1,4,53.290000000000006,4,28,18,NA
482.208468532,4.041,4,6,103.09,14,34,16,NA
419.14159591200007,2.493,1,6,108.36000000000001,9,30,21,NA
391.099062404,3.9880000000000013,2,4,116.49000000000001,6,28,22,NA
481.10158156800003,-0.24000000000000027,4,10,226.22999999999996,7,33,16,NA
461.095390176,3.751,1,4,92.54999999999998,4,32,12,NA
515.224262916,4.014,2,5,98.91,9,37,17,NA
466.1991533,5.18,5,7,127.45000000000002,7,34,12,NA
356.08307799199997,4.265000000000001,1,3,97.69,5,25,17,NA
542.117939276,6.1450000000000005,3,4,132.28,7,38,31,NA
575.109605792,8.814,1,4,59.42,6,39,30,NA
401.04055946,3.558,1,3,144.33,6,27,15,NA
420.09912197999995,0.73,1,8,127.46000000000001,8,29,6,NA
514.178709692,2.0260000000000002,2,8,137.46,12,37,21,NA
665.324705224,4.759000000000001,3,11,175.04000000000002,22,47,16,NA
413.1409272160001,1.3259999999999998,0,7,86.38,5,29,12,NA
402.2307282,6.037999999999999,1,4,49.410000000000004,10,30,17,NA
429.226371092,2.274000000000001,3,8,113.6,14,31,6,NA
491.203191036,3.044,2,6,87.74000000000001,10,35,6,NA
323.01313986,3.225,3,5,132.94,5,21,11,NA
489.201218964,3.5519999999999996,2,7,128.91,6,36,17,NA
720.3873479920001,6.670000000000001,5,9,178.65999999999997,10,52,6,NA
530.21000982,2.783000000000001,2,8,137.46,12,38,21,NA
530.21000982,2.5610000000000004,2,8,137.46,13,38,21,NA
435.158291532,6.223,2,4,88.25,6,33,28,NA
558.305349684,3.194,4,11,151.92999999999998,19,40,6,NA
334.055817688,3.3899999999999997,1,2,129.47,5,22,15,NA
346.168127944,4.620000000000001,2,4,58.2,6,26,17,NA
526.177168404,5.321000000000001,1,6,85.67,12,38,23,NA
507.171354752,5.989,1,5,62.300000000000004,9,37,24,NA
336.111006992,3.6750000000000007,0,3,73.92000000000002,6,25,17,NA
401.060090052,3.5850000000000004,0,5,89.73000000000002,6,27,16,NA
406.17533856399996,1.8820000000000001,4,8,131.34,5,30,21,NA
419.070654736,2.0769999999999995,1,7,95.16999999999999,4,28,12,NA
509.26784198,6.610999999999999,1,5,75.44,11,38,23,NA
579.23941604,3.0500000000000007,2,9,122.11,13,43,28,NA
383.16674804,3.2570000000000006,2,3,82.66,10,27,16,NA
297.10010796,2.7980000000000005,3,5,86.63,6,22,12,NA
547.10970164,1.003,3,10,208.20999999999998,8,37,16,NA
223.030314148,1.518,0,3,76.53999999999999,3,15,10,NA
214.07422756,1.3410000000000004,0,3,43.60000000000001,2,16,10,NA
490.189257312,7.564999999999999,1,5,83.11000000000001,6,37,23,NA
393.11134134,4.818,1,6,93.75999999999999,4,30,18,NA
502.14098679200004,2.087,1,8,136.69,10,35,12,NA
423.16166266000005,4.780000000000001,0,5,89.73000000000002,7,30,16,NA
304.15756325999996,4.549000000000001,2,3,55.120000000000005,4,23,17,NA
347.145618672,5.137,1,2,60.16,5,25,21,NA
416.1859835,3.0819999999999994,2,6,104.26999999999998,9,30,12,NA
292.975513396,3.2870000000000004,0,1,22,1,17,16,NA
585.3162487159999,3.8519999999999968,4,11,164.7,16,42,6,NA
375.24229592800003,4.726,5,5,85.96,9,28,17,NA
375.134969244,1.198,2,6,78.51,7,26,6,NA
386.145284324,5.341,1,2,61.400000000000006,8,28,22,NA
486.230076568,2.8850000000000002,3,8,145.5,13,34,10,NA
423.210624232,4.679,1,2,66.57,9,30,17,NA
322.98607807999997,3.2020000000000004,0,1,31.23,2,19,16,NA
268.067034004,3.1570000000000005,0,2,60.19,3,19,16,NA
657.26960414,4.171000000000001,4,12,169.15999999999997,21,44,6,NA
527.2883026520001,8.240999999999998,5,8,136.32000000000002,19,38,12,NA
435.0211177,4.207,0,5,89.73000000000002,6,28,16,NA
394.07357592799997,3.6100000000000008,1,3,147.20999999999998,6,28,18,NA
288.054634988,2.6919999999999993,4,5,106.44000000000001,1,21,17,NA
294.125594436,4.444,0,2,47.28,0,22,11,NA
